freq,psd_x,psd_y,psd_z,psd_xyz,zv(44.8),mzv(41.0),ei(49.0),2hump_ei(61.0),3hump_ei(73.4)
0.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.000,1.000,1.000,1.000,1.000
1.5,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.994,0.991,0.989,0.987,0.986
3.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.986,0.977,0.974,0.970,0.967
4.5,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.975,0.960,0.955,0.948,0.943
6.0,2.702e+01,3.589e+01,2.463e+02,3.092e+02,0.961,0.939,0.931,0.921,0.915
7.4,2.257e+01,2.810e+01,3.161e+02,3.668e+02,0.945,0.914,0.904,0.891,0.882
8.9,2.011e+01,2.039e+01,3.785e+02,4.190e+02,0.927,0.886,0.873,0.857,0.846
10.4,1.728e+01,1.948e+01,4.573e+02,4.941e+02,0.906,0.854,0.839,0.820,0.807
11.9,1.696e+01,1.798e+01,5.410e+02,5.760e+02,0.883,0.820,0.801,0.780,0.765
13.4,1.723e+01,2.029e+01,6.869e+02,7.244e+02,0.857,0.783,0.761,0.737,0.721
14.9,1.577e+01,2.168e+01,8.103e+02,8.478e+02,0.830,0.744,0.719,0.693,0.674
16.4,1.683e+01,2.054e+01,8.729e+02,9.103e+02,0.801,0.703,0.675,0.647,0.627
17.9,1.576e+01,1.825e+01,8.975e+02,9.315e+02,0.769,0.659,0.630,0.599,0.579
19.4,1.342e+01,1.580e+01,9.392e+02,9.684e+02,0.736,0.615,0.583,0.552,0.530
20.9,1.224e+01,1.550e+01,1.017e+03,1.045e+03,0.701,0.569,0.536,0.504,0.481
22.3,9.694e+00,1.358e+01,1.195e+03,1.218e+03,0.665,0.523,0.488,0.456,0.433
23.8,9.524e+00,1.361e+01,1.435e+03,1.458e+03,0.627,0.476,0.440,0.409,0.387
25.3,9.810e+00,1.398e+01,1.602e+03,1.626e+03,0.588,0.428,0.393,0.363,0.341
26.8,9.766e+00,1.348e+01,1.836e+03,1.859e+03,0.547,0.382,0.347,0.318,0.298
28.3,9.261e+00,1.304e+01,2.201e+03,2.223e+03,0.505,0.335,0.303,0.276,0.257
29.8,8.129e+00,1.230e+01,2.786e+03,2.807e+03,0.462,0.290,0.259,0.235,0.218
31.3,7.390e+00,1.168e+01,3.609e+03,3.629e+03,0.419,0.245,0.218,0.198,0.182
32.8,6.644e+00,1.227e+01,4.775e+03,4.794e+03,0.374,0.202,0.180,0.163,0.149
34.3,6.958e+00,1.389e+01,6.479e+03,6.500e+03,0.329,0.161,0.144,0.131,0.120
