freq,psd_x,psd_y,psd_z,psd_xyz,zv(42.2),mzv(36.4),ei(43.6),2hump_ei(49.4),3hump_ei(53.4)
0.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.000,1.000,1.000,1.000,1.000
1.5,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.993,0.989,0.987,0.983,0.978
3.1,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.984,0.972,0.968,0.958,0.947
4.6,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.971,0.950,0.944,0.926,0.907
6.2,3.371e+02,7.744e+02,8.492e+01,1.196e+03,0.955,0.923,0.914,0.888,0.858
7.7,2.782e+02,7.840e+02,6.960e+01,1.132e+03,0.936,0.891,0.879,0.844,0.803
9.2,2.689e+02,7.671e+02,5.434e+01,1.090e+03,0.915,0.855,0.840,0.794,0.742
10.8,3.866e+02,7.912e+02,5.351e+01,1.231e+03,0.890,0.815,0.796,0.740,0.677
12.3,3.953e+02,8.634e+02,5.408e+01,1.313e+03,0.863,0.771,0.750,0.683,0.610
13.9,2.685e+02,9.746e+02,4.687e+01,1.290e+03,0.834,0.725,0.700,0.624,0.541
15.4,1.855e+02,1.164e+03,3.276e+01,1.382e+03,0.802,0.675,0.648,0.563,0.472
16.9,1.701e+02,1.212e+03,2.923e+01,1.412e+03,0.767,0.624,0.594,0.502,0.404
18.5,1.510e+02,1.150e+03,2.509e+01,1.326e+03,0.731,0.571,0.539,0.441,0.339
20.0,1.070e+02,1.160e+03,2.202e+01,1.289e+03,0.692,0.517,0.483,0.382,0.278
21.5,7.742e+01,1.303e+03,2.207e+01,1.403e+03,0.652,0.462,0.428,0.325,0.222
23.1,7.465e+01,1.551e+03,2.390e+01,1.650e+03,0.609,0.407,0.374,0.270,0.172
24.6,7.668e+01,1.753e+03,2.315e+01,1.853e+03,0.565,0.353,0.321,0.220,0.128
26.2,6.653e+01,1.951e+03,2.290e+01,2.041e+03,0.520,0.299,0.271,0.173,0.091
27.7,6.182e+01,2.283e+03,2.101e+01,2.366e+03,0.473,0.248,0.222,0.132,0.063
29.2,6.283e+01,2.739e+03,2.023e+01,2.822e+03,0.426,0.198,0.177,0.096,0.045
30.8,6.026e+01,3.524e+03,2.070e+01,3.605e+03,0.377,0.150,0.136,0.065,0.037
32.3,6.533e+01,4.736e+03,2.081e+01,4.822e+03,0.328,0.106,0.099,0.042,0.037
33.9,7.582e+01,6.845e+03,2.519e+01,6.946e+03,0.278,0.065,0.066,0.029,0.039
35.4,1.339e+02,1.077e+04,3.272e+01,1.094e+04,0.228,0.040,0.040,0.028,0.040
36.9,2.607e+02,1.625e+04,4.497e+01,1.655e+04,0.177,0.035,0.022,0.033,0.038
38.5,2.795e+02,2.075e+04,9.336e+01,2.112e+04,0.128,0.048,0.022,0.037,0.034
40.0,2.291e+02,2.152e+04,1.341e+02,2.188e+04,0.089,0.071,0.030,0.038,0.027
41.6,2.492e+02,1.847e+04,1.083e+02,1.882e+04,0.065,0.092,0.037,0.037,0.020
43.1,3.009e+02,1.468e+04,8.425e+01,1.506e+04,0.068,0.109,0.040,0.033,0.014
44.6,3.083e+02,1.121e+04,8.152e+01,1.160e+04,0.094,0.122,0.038,0.028,0.012
46.2,2.748e+02,8.442e+03,7.324e+01,8.790e+03,0.133,0.130,0.032,0.020,0.015
47.7,2.659e+02,6.909e+03,4.434e+01,7.219e+03,0.180,0.133,0.029,0.013,0.020
49.2,2.441e+02,6.042e+03,4.095e+01,6.327e+03,0.227,0.132,0.028,0.011,0.025
50.8,1.973e+02,5.143e+03,4.194e+01,5.382e+03,0.273,0.127,0.033,0.012,0.028
52.3,1.815e+02,4.300e+03,4.124e+01,4.522e+03,0.317,0.117,0.045,0.018,0.030
53.9,2.148e+02,3.690e+03,4.795e+01,3.953e+03,0.361,0.103,0.066,0.024,0.030
55.4,2.866e+02,3.218e+03,5.525e+01,3.560e+03,0.402,0.093,0.095,0.029,0.027
56.9,3.637e+02,2.785e+03,5.320e+01,3.202e+03,0.442,0.086,0.128,0.032,0.023
58.5,4.722e+02,2.424e+03,4.796e+01,2.945e+03,0.481,0.081,0.162,0.031,0.018
60.0,6.315e+02,2.173e+03,4.781e+01,2.852e+03,0.517,0.081,0.198,0.028,0.014
61.6,7.341e+02,2.015e+03,5.044e+01,2.799e+03,0.552,0.086,0.235,0.027,0.012
63.1,6.851e+02,1.931e+03,5.486e+01,2.671e+03,0.584,0.097,0.272,0.027,0.012
64.6,5.653e+02,1.770e+03,6.219e+01,2.397e+03,0.614,0.114,0.310,0.029,0.014
66.2,6.661e+02,1.507e+03,6.157e+01,2.235e+03,0.642,0.133,0.347,0.035,0.017
67.7,7.769e+02,1.158e+03,5.618e+01,1.991e+03,0.667,0.166,0.383,0.043,0.022
69.3,8.901e+02,9.198e+02,5.657e+01,1.866e+03,0.690,0.205,0.418,0.060,0.024
70.8,9.403e+02,7.253e+02,5.225e+01,1.718e+03,0.711,0.243,0.451,0.085,0.025
72.3,8.265e+02,5.661e+02,4.421e+01,1.437e+03,0.729,0.282,0.482,0.113,0.023
73.9,7.203e+02,5.390e+02,4.060e+01,1.300e+03,0.745,0.320,0.511,0.143,0.024
75.4,5.779e+02,5.710e+02,4.188e+01,1.191e+03,0.758,0.358,0.536,0.174,0.026
76.9,4.162e+02,5.558e+02,4.118e+01,1.013e+03,0.768,0.394,0.558,0.206,0.029
78.5,3.167e+02,5.678e+02,5.030e+01,9.348e+02,0.776,0.428,0.577,0.238,0.034
80.0,2.841e+02,7.469e+02,6.339e+01,1.094e+03,0.781,0.461,0.592,0.270,0.040
81.6,2.125e+02,8.266e+02,6.334e+01,1.102e+03,0.784,0.491,0.603,0.302,0.058
83.1,1.586e+02,8.513e+02,6.544e+01,1.075e+03,0.784,0.519,0.611,0.332,0.081
84.6,1.531e+02,1.121e+03,9.656e+01,1.370e+03,0.781,0.544,0.614,0.361,0.107
86.2,1.532e+02,1.369e+03,1.407e+02,1.662e+03,0.776,0.566,0.613,0.387,0.134
87.7,1.360e+02,1.232e+03,1.367e+02,1.505e+03,0.769,0.584,0.609,0.411,0.162
89.3,1.165e+02,1.001e+03,1.031e+02,1.221e+03,0.759,0.600,0.600,0.432,0.191
90.8,1.011e+02,8.208e+02,8.704e+01,1.009e+03,0.746,0.611,0.588,0.449,0.219
92.3,1.034e+02,8.750e+02,8.628e+01,1.065e+03,0.732,0.620,0.573,0.462,0.247
93.9,9.714e+01,9.455e+02,8.693e+01,1.130e+03,0.715,0.624,0.554,0.472,0.273
95.4,1.030e+02,1.044e+03,8.727e+01,1.235e+03,0.696,0.626,0.532,0.477,0.297
97.0,9.576e+01,1.097e+03,8.700e+01,1.279e+03,0.675,0.623,0.508,0.479,0.318
98.5,9.254e+01,1.108e+03,9.052e+01,1.291e+03,0.651,0.617,0.481,0.476,0.337
100.0,1.023e+02,1.470e+03,9.694e+01,1.669e+03,0.627,0.608,0.452,0.470,0.351
101.6,1.355e+02,1.743e+03,7.624e+01,1.955e+03,0.600,0.595,0.421,0.460,0.362
103.1,1.854e+02,2.080e+03,6.563e+01,2.330e+03,0.572,0.579,0.389,0.446,0.369
104.7,2.143e+02,2.248e+03,6.724e+01,2.529e+03,0.542,0.560,0.357,0.429,0.372
106.2,2.194e+02,2.318e+03,7.722e+01,2.614e+03,0.511,0.539,0.324,0.408,0.370
107.7,2.074e+02,2.447e+03,9.161e+01,2.746e+03,0.479,0.515,0.290,0.386,0.365
109.3,1.921e+02,2.610e+03,1.087e+02,2.911e+03,0.445,0.489,0.257,0.361,0.355
110.8,1.634e+02,2.874e+03,1.331e+02,3.171e+03,0.411,0.461,0.225,0.334,0.342
112.3,1.445e+02,2.902e+03,1.570e+02,3.203e+03,0.379,0.432,0.194,0.306,0.326
113.9,1.286e+02,2.856e+03,1.807e+02,3.166e+03,0.361,0.402,0.166,0.278,0.307
115.4,1.149e+02,3.021e+03,2.285e+02,3.364e+03,0.344,0.370,0.152,0.249,0.286
117.0,1.178e+02,2.603e+03,2.042e+02,2.925e+03,0.329,0.338,0.140,0.220,0.262
118.5,1.230e+02,2.121e+03,1.627e+02,2.406e+03,0.315,0.306,0.129,0.192,0.238
120.0,1.252e+02,2.074e+03,1.652e+02,2.364e+03,0.303,0.274,0.120,0.165,0.213
121.6,1.175e+02,2.569e+03,2.103e+02,2.896e+03,0.294,0.243,0.112,0.140,0.187
123.1,1.113e+02,3.946e+03,3.365e+02,4.393e+03,0.287,0.221,0.106,0.116,0.162
124.7,1.143e+02,5.269e+03,4.494e+02,5.833e+03,0.283,0.208,0.101,0.096,0.138
126.2,1.386e+02,6.019e+03,4.895e+02,6.647e+03,0.282,0.196,0.098,0.087,0.115
127.7,1.286e+02,6.576e+03,5.273e+02,7.232e+03,0.284,0.186,0.096,0.080,0.094
129.3,1.079e+02,6.847e+03,5.507e+02,7.506e+03,0.288,0.177,0.095,0.073,0.075
130.8,1.028e+02,6.916e+03,5.524e+02,7.572e+03,0.295,0.170,0.095,0.068,0.063
132.4,1.011e+02,6.492e+03,5.183e+02,7.111e+03,0.303,0.164,0.096,0.063,0.058
133.9,7.094e+01,4.335e+03,3.670e+02,4.773e+03,0.313,0.159,0.099,0.059,0.053
135.4,5.190e+01,2.854e+03,2.468e+02,3.152e+03,0.325,0.156,0.102,0.056,0.049
137.0,4.921e+01,2.506e+03,2.111e+02,2.766e+03,0.337,0.153,0.106,0.054,0.045
138.5,4.850e+01,2.165e+03,1.798e+02,2.393e+03,0.350,0.151,0.111,0.051,0.042
140.0,4.447e+01,1.829e+03,1.515e+02,2.025e+03,0.363,0.150,0.117,0.050,0.039
141.6,3.962e+01,1.691e+03,1.411e+02,1.872e+03,0.392,0.150,0.124,0.049,0.037
143.1,4.292e+01,1.646e+03,1.330e+02,1.822e+03,0.420,0.150,0.131,0.048,0.036
144.7,4.093e+01,1.517e+03,1.234e+02,1.681e+03,0.448,0.150,0.140,0.047,0.034
146.2,3.759e+01,1.352e+03,1.100e+02,1.499e+03,0.473,0.151,0.149,0.047,0.033
147.7,3.535e+01,1.189e+03,9.700e+01,1.322e+03,0.497,0.152,0.166,0.047,0.032
149.3,3.301e+01,1.061e+03,8.410e+01,1.178e+03,0.520,0.153,0.190,0.047,0.031
150.8,3.200e+01,9.755e+02,7.592e+01,1.083e+03,0.541,0.155,0.213,0.048,0.030
152.4,3.224e+01,9.604e+02,7.428e+01,1.067e+03,0.560,0.157,0.236,0.049,0.030
153.9,3.274e+01,1.045e+03,7.955e+01,1.158e+03,0.577,0.159,0.260,0.050,0.030
155.4,3.382e+01,1.110e+03,8.403e+01,1.228e+03,0.593,0.163,0.282,0.052,0.029
157.0,3.367e+01,1.104e+03,8.394e+01,1.222e+03,0.607,0.167,0.304,0.054,0.029
158.5,2.783e+01,1.057e+03,7.936e+01,1.164e+03,0.618,0.171,0.324,0.056,0.029
160.1,2.786e+01,8.937e+02,6.657e+01,9.881e+02,0.628,0.177,0.343,0.058,0.030
161.6,2.876e+01,6.696e+02,4.815e+01,7.466e+02,0.636,0.183,0.360,0.061,0.030
163.1,2.861e+01,5.306e+02,3.900e+01,5.983e+02,0.642,0.189,0.376,0.064,0.030
164.7,2.840e+01,4.159e+02,2.913e+01,4.734e+02,0.645,0.196,0.389,0.068,0.030
166.2,2.909e+01,3.113e+02,1.996e+01,3.603e+02,0.647,0.203,0.400,0.072,0.031
167.7,3.141e+01,2.861e+02,1.908e+01,3.366e+02,0.647,0.213,0.409,0.076,0.031
169.3,3.362e+01,2.565e+02,1.756e+01,3.076e+02,0.645,0.235,0.415,0.081,0.032
170.8,3.355e+01,2.176e+02,1.516e+01,2.663e+02,0.641,0.257,0.419,0.088,0.033
172.4,4.016e+01,1.897e+02,1.438e+01,2.443e+02,0.635,0.279,0.420,0.102,0.034
173.9,4.817e+01,1.973e+02,1.492e+01,2.604e+02,0.628,0.300,0.419,0.117,0.035
175.4,5.017e+01,2.003e+02,1.524e+01,2.657e+02,0.618,0.321,0.416,0.133,0.037
177.0,5.185e+01,1.944e+02,1.424e+01,2.605e+02,0.607,0.340,0.410,0.150,0.038
178.5,5.200e+01,1.766e+02,1.314e+01,2.417e+02,0.595,0.358,0.402,0.166,0.040
180.1,5.530e+01,1.612e+02,1.184e+01,2.283e+02,0.580,0.375,0.392,0.182,0.042
181.6,6.432e+01,1.492e+02,1.155e+01,2.251e+02,0.565,0.391,0.380,0.198,0.044
183.1,7.027e+01,1.242e+02,9.820e+00,2.043e+02,0.548,0.404,0.367,0.213,0.046
184.7,7.277e+01,1.295e+02,1.039e+01,2.126e+02,0.530,0.416,0.351,0.226,0.048
186.2,8.015e+01,1.426e+02,1.167e+01,2.344e+02,0.510,0.425,0.334,0.239,0.051
187.8,8.088e+01,1.334e+02,1.060e+01,2.249e+02,0.490,0.433,0.317,0.250,0.054
189.3,8.202e+01,1.144e+02,9.943e+00,2.063e+02,0.469,0.438,0.298,0.259,0.061
190.8,8.910e+01,1.099e+02,9.679e+00,2.087e+02,0.448,0.441,0.279,0.266,0.071
192.4,8.652e+01,1.087e+02,8.205e+00,2.035e+02,0.425,0.442,0.259,0.272,0.082
193.9,8.078e+01,1.073e+02,8.366e+00,1.965e+02,0.413,0.441,0.239,0.275,0.093
195.4,8.125e+01,9.685e+01,8.372e+00,1.865e+02,0.406,0.437,0.220,0.276,0.105
197.0,4.409e+01,4.467e+01,3.794e+00,9.255e+01,0.399,0.432,0.200,0.275,0.117
