#time,accel_x,accel_y,accel_z
23766.094489,-153.140646,344.566454,9513.862658
23766.097040,-95.712904,421.136778,9590.432981
23766.099591,-306.281293,287.138712,9533.005238
23766.102142,-689.132909,19.142581,9437.292334
23766.104693,-325.423874,669.990328,9762.716208
23766.107244,-38.285162,-248.853550,9418.149754
23766.109795,-287.138712,76.570323,9552.147819
23766.112346,-363.709035,746.560651,9762.716208
23766.114897,-497.707101,-861.416136,9475.577496
23766.117448,-1091.127106,-1129.412267,9590.432981
23766.119999,114.855485,995.414202,9915.856854
23766.122550,516.849682,-1263.410333,8997.012976
23766.125101,-746.560651,784.845813,9762.716208
23766.127652,-401.994197,2967.100024,10260.423309
23766.130203,-1148.554848,-2335.394858,8805.587168
23766.132754,708.275490,-95.712904,9131.011042
23766.135305,-0.000000,803.988394,9743.573627
23766.137855,1722.832272,1627.119368,9743.573627
23766.140406,727.418070,-267.996131,9131.011042
23766.142957,-1799.402595,1320.838075,9915.856854
23766.145508,-267.996131,1052.841944,9686.145885
23766.148059,191.425808,-1225.125171,8901.300072
23766.150610,650.847747,2967.100024,10202.995566
23766.153161,382.851616,727.418070,9609.575562
23766.155712,267.996131,-612.562586,8958.727814
23766.158263,-612.562586,2048.256146,9954.142016
23766.160814,-306.281293,1167.697429,9743.573627
23766.163365,823.130974,-842.273555,9169.296203
23766.165916,631.705166,191.425808,9437.292334
23766.168467,57.427742,803.988394,9724.431046
23766.171018,-248.853550,1263.410333,9647.860723
23766.173569,-19.142581,401.994197,9360.722011
23766.176120,248.853550,-95.712904,9284.151688
23766.178671,459.421939,1818.545176,10011.569758
23766.181222,574.277424,918.843878,9609.575562
23766.183772,210.568389,114.855485,9265.009107
23766.186323,-995.414202,1799.402595,9877.571693
23766.188874,-574.277424,727.418070,9571.290400
23766.191425,784.845813,-133.998066,9092.725880
23766.193977,95.712904,1971.685822,9954.142016
23766.196530,-325.423874,1359.123237,10164.710405
23766.199082,708.275490,-133.998066,9188.438784
23766.201634,-306.281293,-421.136778,9188.438784
23766.204186,708.275490,3847.658741,10183.852986
23766.206738,-325.423874,-1244.267752,8977.870395
23766.209290,555.134843,2277.967115,9896.714274
23766.211842,-727.418070,-976.271621,9418.149754
23766.214395,-267.996131,3426.521963,10183.852986
23766.216947,1320.838075,-3426.521963,8365.307810
23766.219499,-2545.963246,1071.984525,10088.140082
23766.222051,1799.402595,7101.897477,11351.550414
23766.224603,114.855485,-13552.947206,5570.491013
23766.227155,-2392.822600,10604.989763,8537.591037
23766.229707,-1071.984525,13744.373014,13725.230434
23766.232260,708.275490,-12672.388490,5551.348432
23766.234812,-421.136778,2909.672282,10336.993632
23766.237364,-1780.260014,8920.442653,12308.679454
23766.239916,2545.963246,-11504.691061,5991.627790
23766.242468,-1454.836141,2928.814862,10413.563955
23766.245020,-306.281293,6795.616184,11696.116869
23766.247572,880.558717,-8939.585234,6757.331022
23766.250125,-1971.685822,2354.537438,10336.993632
23766.252677,-555.134843,5781.059402,11370.692995
23766.255229,1129.412267,-6719.045861,7293.323285
23766.257781,-937.986459,2641.676150,10145.567824
23766.260333,-1416.550979,5474.778109,11294.122672
23766.262885,-306.281293,-1761.117434,9207.581365
23766.265437,-248.853550,-1761.117434,8709.874264
23766.267990,325.423874,2354.537438,10145.567824
23766.270542,344.566454,133.998066,9667.003304
23766.273094,-421.136778,-765.703232,9265.009107
23766.275646,-631.705166,1359.123237,10030.712339
23766.278198,-689.132909,210.568389,9552.147819
23766.280750,-650.847747,-1454.836141,9169.296203
23766.283302,-95.712904,344.566454,9820.143950
23766.285855,-57.427742,516.849682,9628.718142
23766.288407,-114.855485,-478.564520,9245.866526
23766.290959,-1167.697429,95.712904,9399.007173
23766.293511,-57.427742,1607.976787,9934.999435
23766.296064,-172.283227,-899.701298,9245.866526
23766.298617,-114.855485,-325.423874,9494.720077
23766.301170,-497.707101,2526.820666,10298.708470
23766.303723,-1091.127106,-2373.680019,9092.725880
23766.306276,-363.709035,899.701298,9743.573627
23766.308828,-153.140646,-363.709035,9437.292334
23766.311381,-401.994197,937.986459,9628.718142
23766.313934,1990.828403,-153.140646,9284.151688
23766.316487,-2411.965181,-1761.117434,9111.868461
23766.319040,133.998066,8059.026517,11447.263318
23766.321593,976.271621,-8977.870395,6642.475538
23766.324146,-574.277424,-7178.467800,7101.897477
23766.326699,-574.277424,15180.066574,13859.228499
23766.329252,344.566454,-9475.577496,6393.621987
23766.331805,746.560651,-19.142581,9111.868461
23766.334358,-2718.246474,10375.278794,12825.529136
23766.336910,3330.809059,-8307.880067,6776.473603
