#time,accel_x,accel_y,accel_z
23375.068287,-172.283227,440.279358,9647.860723
23375.070815,-153.140646,363.709035,9609.575562
23375.073342,-95.712904,440.279358,9513.862658
23375.075870,-95.712904,382.851616,9513.862658
23375.078398,-191.425808,516.849682,9590.432981
23375.080926,-382.851616,421.136778,9647.860723
23375.083453,-287.138712,401.994197,9533.005238
23375.085981,-344.566454,-267.996131,9360.722011
23375.088509,-306.281293,267.996131,9667.003304
23375.091036,-248.853550,784.845813,9724.431046
23375.093564,-153.140646,-650.847747,9379.864592
23375.096092,-593.420005,38.285162,9667.003304
23375.098619,-880.558717,-114.855485,9686.145885
23375.101147,76.570323,-2182.254211,9169.296203
23375.103675,-95.712904,1205.982590,9877.571693
23375.106203,-76.570323,1205.982590,9724.431046
23375.108730,382.851616,-937.986459,9073.583299
23375.111258,-650.847747,-708.275490,9150.153622
23375.113786,-1110.269686,2737.389054,10490.134278
23375.116313,95.712904,248.853550,9399.007173
23375.118841,803.988394,-880.558717,8997.012976
23375.121369,440.279358,2718.246474,10088.140082
23375.123897,133.998066,899.701298,9628.718142
23375.126424,-937.986459,-1454.836141,9035.298138
23375.128952,-478.564520,3349.951640,10298.708470
23375.131480,555.134843,497.707101,9513.862658
23375.134007,995.414202,-1684.547110,8786.444587
23375.136535,-459.421939,3675.375514,10413.563955
23375.139063,-440.279358,2967.100024,10241.280728
23375.141590,650.847747,-1971.685822,8709.874264
23375.144118,-114.855485,1052.841944,9609.575562
23375.146646,-306.281293,2526.820666,10375.278794
23375.149174,440.279358,-363.709035,9322.436850
23375.151701,172.283227,-574.277424,9092.725880
23375.154229,-727.418070,1263.410333,9590.432981
23375.156757,19.142581,1186.840010,9762.716208
23375.159284,593.420005,-172.283227,9418.149754
23375.161812,133.998066,440.279358,9437.292334
23375.164340,-248.853550,2392.822600,10049.854920
23375.166867,114.855485,478.564520,9399.007173
23375.169395,76.570323,-172.283227,9245.866526
23375.171928,248.853550,1071.984525,9724.431046
23375.174459,880.558717,2392.822600,9896.714274
23375.176990,57.427742,-1990.828403,9054.440718
23375.179521,-459.421939,861.416136,9839.286531
23375.182052,-689.132909,2947.957443,10126.425243
23375.184582,612.562586,-1914.258080,8671.589102
23375.187113,574.277424,2354.537438,9647.860723
23375.189644,76.570323,1588.834206,9915.856854
23375.192175,172.283227,-38.285162,9360.722011
23375.194706,689.132909,267.996131,9533.005238
23375.197237,-2813.959378,1186.840010,9877.571693
23375.199768,2029.113565,3369.094221,10260.423309
23375.202299,2105.683888,-7312.465866,7274.180704
23375.204830,-2239.681954,-459.421939,9437.292334
23375.207361,-899.701298,13208.380752,13495.519464
23375.209892,1895.115499,-18453.447891,4249.652938
23375.212423,-842.273555,9456.434915,12002.398162
23375.214954,-2565.105827,7771.887805,12174.681389
23375.217485,4153.940034,-16366.906584,4383.651003
23375.220016,-4000.799387,10758.130410,12500.105262
23375.222547,-1052.841944,5072.783912,11638.689126
23375.225078,3388.236802,-14758.929797,5072.783912
23375.227609,-3637.090352,10930.413637,12576.675586
23375.230140,-593.420005,3503.092286,10968.698798
23375.232670,1665.404530,-13572.089787,5398.207786
23375.235201,153.140646,-2105.683888,8595.018779
23375.237732,-2431.107762,11389.835576,12997.812363
23375.240263,880.558717,-8307.880067,7369.893608
23375.242794,-344.566454,-1225.125171,8958.727814
23375.245325,-1799.402595,8078.169098,11983.255581
23375.247856,363.709035,-5302.494882,8154.739421
23375.250387,-497.707101,-287.138712,9226.723946
23375.252918,-669.990328,4785.645200,10815.558152
23375.255449,593.420005,-2775.674216,8671.589102
23375.257980,-842.273555,-803.988394,9303.294269
23375.260511,-1129.412267,2909.672282,10585.847182
23375.263042,-344.566454,-2526.820666,9035.298138
23375.265573,535.992262,-2220.539373,8824.729749
23375.268104,-76.570323,1607.976787,9877.571693
