freq,psd_x,psd_y,psd_z,psd_xyz,zv(42.8),mzv(40.6),ei(49.2),2hump_ei(61.2),3hump_ei(73.6)
0.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.000,1.000,1.000,1.000,1.000
1.6,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.993,0.990,0.989,0.987,0.985
3.1,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.984,0.975,0.973,0.968,0.965
4.7,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.971,0.957,0.952,0.945,0.940
6.2,2.022e+00,2.037e+02,3.020e+00,2.087e+02,0.955,0.934,0.927,0.917,0.909
7.8,1.637e+00,2.794e+02,2.442e+00,2.835e+02,0.937,0.906,0.898,0.885,0.875
9.3,1.438e+00,3.533e+02,2.098e+00,3.568e+02,0.915,0.876,0.865,0.848,0.837
10.9,1.302e+00,4.434e+02,1.966e+00,4.467e+02,0.891,0.842,0.828,0.809,0.795
12.4,1.207e+00,5.755e+02,1.765e+00,5.785e+02,0.864,0.804,0.789,0.766,0.750
14.0,1.064e+00,7.153e+02,1.498e+00,7.178e+02,0.835,0.764,0.746,0.721,0.704
15.6,9.964e-01,7.377e+02,1.441e+00,7.401e+02,0.803,0.722,0.702,0.674,0.655
17.1,9.262e-01,7.048e+02,1.327e+00,7.071e+02,0.769,0.677,0.655,0.625,0.605
18.7,8.717e-01,7.878e+02,1.145e+00,7.899e+02,0.732,0.630,0.607,0.576,0.554
20.2,7.851e-01,9.582e+02,1.037e+00,9.600e+02,0.694,0.582,0.558,0.526,0.504
21.8,6.907e-01,1.160e+03,1.304e+00,1.162e+03,0.653,0.534,0.509,0.476,0.453
23.3,6.155e-01,1.316e+03,1.391e+00,1.318e+03,0.611,0.484,0.459,0.427,0.404
24.9,6.001e-01,1.517e+03,1.814e+00,1.520e+03,0.568,0.434,0.410,0.378,0.356
26.5,6.169e-01,1.782e+03,2.521e+00,1.785e+03,0.523,0.385,0.362,0.332,0.310
28.0,9.171e-01,2.221e+03,2.885e+00,2.225e+03,0.476,0.336,0.315,0.287,0.267
29.6,1.888e+00,2.832e+03,3.267e+00,2.837e+03,0.429,0.288,0.269,0.244,0.226
31.1,3.096e+00,3.425e+03,3.175e+00,3.431e+03,0.380,0.241,0.226,0.204,0.188
32.7,6.579e+00,4.337e+03,2.971e+00,4.347e+03,0.331,0.196,0.186,0.167,0.153
34.2,1.514e+01,5.766e+03,2.305e+00,5.783e+03,0.281,0.153,0.148,0.134,0.123
35.8,2.764e+01,7.953e+03,3.209e+00,7.984e+03,0.231,0.112,0.113,0.103,0.096
37.3,7.618e+01,1.153e+04,7.109e+00,1.161e+04,0.181,0.075,0.082,0.077,0.073
38.9,2.565e+02,1.627e+04,9.638e+00,1.654e+04,0.132,0.047,0.055,0.055,0.056
40.5,5.019e+02,1.797e+04,5.559e+00,1.847e+04,0.092,0.035,0.033,0.039,0.044
42.0,6.095e+02,1.461e+04,4.831e+00,1.523e+04,0.066,0.040,0.021,0.029,0.038
43.6,6.431e+02,1.021e+04,1.273e+01,1.087e+04,0.066,0.056,0.022,0.028,0.037
45.1,5.162e+02,7.052e+03,5.140e+01,7.620e+03,0.091,0.078,0.030,0.031,0.038
46.7,3.795e+02,5.594e+03,9.964e+01,6.073e+03,0.129,0.096,0.036,0.035,0.039
48.2,5.112e+02,4.458e+03,1.075e+02,5.076e+03,0.176,0.111,0.039,0.037,0.040
49.8,6.034e+02,3.363e+03,1.201e+02,4.087e+03,0.222,0.122,0.039,0.038,0.039
51.3,6.860e+02,2.579e+03,1.371e+02,3.402e+03,0.268,0.129,0.035,0.037,0.037
52.9,8.156e+02,1.939e+03,1.627e+02,2.917e+03,0.313,0.133,0.031,0.035,0.034
54.5,1.008e+03,1.370e+03,1.733e+02,2.552e+03,0.356,0.133,0.028,0.030,0.030
56.0,1.241e+03,9.315e+02,1.867e+02,2.359e+03,0.398,0.129,0.029,0.025,0.025
57.6,1.539e+03,7.289e+02,2.404e+02,2.508e+03,0.438,0.122,0.035,0.019,0.019
59.1,1.796e+03,8.003e+02,3.424e+02,2.939e+03,0.476,0.111,0.046,0.013,0.015
60.7,1.779e+03,1.002e+03,4.090e+02,3.190e+03,0.513,0.098,0.064,0.011,0.012
62.2,1.687e+03,1.248e+03,3.825e+02,3.318e+03,0.547,0.091,0.090,0.011,0.012
63.8,1.638e+03,1.404e+03,3.049e+02,3.347e+03,0.580,0.085,0.119,0.014,0.015
65.3,1.743e+03,1.637e+03,2.368e+02,3.617e+03,0.610,0.081,0.149,0.020,0.019
66.9,1.943e+03,2.217e+03,2.043e+02,4.365e+03,0.638,0.081,0.181,0.025,0.023
68.5,1.841e+03,2.482e+03,1.916e+02,4.515e+03,0.664,0.085,0.213,0.029,0.026
70.0,1.527e+03,2.277e+03,1.861e+02,3.990e+03,0.687,0.095,0.247,0.031,0.028
71.6,1.203e+03,1.830e+03,1.828e+02,3.216e+03,0.708,0.108,0.280,0.032,0.030
73.1,9.745e+02,1.502e+03,1.607e+02,2.637e+03,0.727,0.125,0.314,0.031,0.030
74.7,7.842e+02,1.258e+03,1.138e+02,2.156e+03,0.743,0.148,0.347,0.027,0.029
76.2,6.066e+02,1.020e+03,8.681e+01,1.714e+03,0.756,0.182,0.380,0.027,0.028
77.8,4.517e+02,7.895e+02,6.769e+01,1.309e+03,0.767,0.217,0.411,0.027,0.025
79.4,3.271e+02,5.998e+02,5.194e+01,9.789e+02,0.775,0.252,0.442,0.028,0.021
80.9,2.446e+02,4.787e+02,4.527e+01,7.685e+02,0.781,0.287,0.470,0.031,0.017
82.5,1.981e+02,4.262e+02,3.844e+01,6.628e+02,0.784,0.322,0.496,0.037,0.014
