freq,psd_x,psd_y,psd_z,psd_xyz,zv(61.8),mzv(62.8),ei(75.2),2hump_ei(93.8),3hump_ei(112.2)
99.0,3.069e+03,2.167e+02,1.346e+02,3.421e+03,0.665,0.085,0.137,0.017,0.018
100.5,3.846e+03,2.280e+02,9.878e+01,4.173e+03,0.682,0.082,0.157,0.021,0.020
102.1,4.386e+03,2.399e+02,9.159e+01,4.718e+03,0.697,0.080,0.178,0.024,0.023
103.6,4.555e+03,2.331e+02,9.372e+01,4.882e+03,0.711,0.081,0.199,0.027,0.025
105.2,4.360e+03,2.303e+02,9.953e+01,4.690e+03,0.723,0.083,0.220,0.029,0.027
106.7,4.053e+03,2.314e+02,1.152e+02,4.400e+03,0.735,0.088,0.242,0.031,0.028
108.2,3.574e+03,2.167e+02,1.290e+02,3.920e+03,0.745,0.094,0.264,0.032,0.029
109.8,2.973e+03,2.057e+02,1.334e+02,3.312e+03,0.754,0.103,0.286,0.032,0.030
111.3,2.444e+03,1.969e+02,1.331e+02,2.774e+03,0.762,0.112,0.308,0.031,0.030
112.9,1.998e+03,1.785e+02,1.294e+02,2.306e+03,0.769,0.124,0.330,0.030,0.030
114.4,1.915e+03,1.883e+02,1.428e+02,2.246e+03,0.774,0.136,0.351,0.027,0.029
116.0,2.143e+03,2.507e+02,1.753e+02,2.569e+03,0.779,0.154,0.372,0.027,0.028
117.5,2.357e+03,3.289e+02,2.103e+02,2.896e+03,0.782,0.176,0.393,0.027,0.026
119.1,2.535e+03,4.025e+02,2.411e+02,3.178e+03,0.784,0.199,0.414,0.027,0.024
120.6,2.636e+03,4.573e+02,2.681e+02,3.361e+03,0.784,0.221,0.433,0.028,0.022
122.2,2.703e+03,5.069e+02,2.917e+02,3.502e+03,0.783,0.244,0.452,0.029,0.019
123.7,2.727e+03,5.461e+02,3.091e+02,3.582e+03,0.782,0.266,0.471,0.031,0.016
125.3,2.712e+03,5.746e+02,3.182e+02,3.605e+03,0.779,0.289,0.488,0.034,0.014
126.8,2.647e+03,5.928e+02,3.176e+02,3.557e+03,0.774,0.311,0.504,0.038,0.013
128.4,2.596e+03,6.159e+02,3.185e+02,3.530e+03,0.769,0.333,0.520,0.042,0.013
129.9,2.537e+03,6.472e+02,3.249e+02,3.509e+03,0.763,0.355,0.535,0.048,0.012
131.4,2.237e+03,6.292e+02,3.058e+02,3.172e+03,0.755,0.376,0.548,0.059,0.012
133.0,1.032e+03,3.090e+02,1.558e+02,1.496e+03,0.746,0.397,0.560,0.072,0.012
134.5,1.060e+02,3.641e+01,3.282e+01,1.753e+02,0.736,0.417,0.571,0.086,0.013
136.1,4.837e+01,1.867e+01,2.513e+01,9.217e+01,0.725,0.437,0.581,0.101,0.014
137.6,4.741e+01,1.753e+01,2.546e+01,9.040e+01,0.713,0.456,0.590,0.116,0.015
139.2,4.707e+01,1.699e+01,2.900e+01,9.307e+01,0.701,0.474,0.597,0.131,0.017
140.7,5.439e+01,2.134e+01,3.561e+01,1.113e+02,0.687,0.491,0.603,0.147,0.020
142.3,6.102e+01,2.729e+01,3.948e+01,1.278e+02,0.672,0.508,0.608,0.164,0.022
143.8,7.138e+01,3.393e+01,4.187e+01,1.472e+02,0.656,0.523,0.611,0.180,0.023
145.4,8.347e+01,4.175e+01,4.380e+01,1.690e+02,0.639,0.538,0.613,0.197,0.024
146.9,8.858e+01,4.876e+01,4.304e+01,1.804e+02,0.622,0.551,0.614,0.215,0.025
148.5,8.403e+01,4.999e+01,3.811e+01,1.721e+02,0.603,0.564,0.613,0.232,0.025
150.0,6.912e+01,4.145e+01,2.756e+01,1.381e+02,0.584,0.575,0.611,0.249,0.024
151.5,5.307e+01,2.894e+01,2.080e+01,1.028e+02,0.565,0.586,0.608,0.266,0.023
153.1,5.939e+01,2.885e+01,2.346e+01,1.117e+02,0.544,0.595,0.603,0.283,0.023
154.6,9.696e+01,4.085e+01,3.152e+01,1.693e+02,0.523,0.603,0.598,0.299,0.024
156.2,1.373e+02,5.987e+01,3.694e+01,2.341e+02,0.501,0.610,0.590,0.316,0.025
157.7,1.268e+02,6.257e+01,3.396e+01,2.234e+02,0.479,0.615,0.582,0.332,0.025
159.3,1.240e+02,5.829e+01,3.084e+01,2.132e+02,0.456,0.620,0.573,0.347,0.027
160.8,1.253e+02,5.521e+01,2.760e+01,2.081e+02,0.433,0.623,0.562,0.362,0.028
162.4,1.383e+02,6.201e+01,2.950e+01,2.298e+02,0.410,0.625,0.550,0.376,0.030
163.9,1.592e+02,7.648e+01,3.508e+01,2.708e+02,0.386,0.626,0.538,0.390,0.032
165.5,1.841e+02,9.335e+01,3.941e+01,3.169e+02,0.372,0.625,0.524,0.402,0.035
167.0,2.027e+02,1.094e+02,4.119e+01,3.533e+02,0.359,0.623,0.510,0.414,0.038
168.6,2.100e+02,1.209e+02,4.203e+01,3.729e+02,0.348,0.621,0.494,0.425,0.041
170.1,2.145e+02,1.301e+02,4.304e+01,3.877e+02,0.337,0.617,0.478,0.436,0.049
171.6,2.261e+02,1.445e+02,4.572e+01,4.163e+02,0.326,0.611,0.462,0.445,0.060
173.2,2.370e+02,1.634e+02,4.855e+01,4.490e+02,0.317,0.605,0.444,0.453,0.071
174.7,2.470e+02,1.882e+02,5.415e+01,4.893e+02,0.309,0.598,0.426,0.460,0.082
176.3,2.444e+02,2.016e+02,5.909e+01,5.052e+02,0.301,0.589,0.408,0.466,0.094
177.8,2.453e+02,2.151e+02,6.515e+01,5.256e+02,0.295,0.580,0.389,0.471,0.107
179.4,2.580e+02,2.348e+02,7.480e+01,5.676e+02,0.290,0.569,0.371,0.475,0.120
180.9,2.304e+02,2.217e+02,7.177e+01,5.238e+02,0.286,0.558,0.351,0.477,0.133
182.5,1.893e+02,1.973e+02,6.704e+01,4.537e+02,0.283,0.545,0.332,0.479,0.146
184.0,1.669e+02,1.885e+02,6.604e+01,4.214e+02,0.282,0.532,0.313,0.479,0.160
185.6,1.786e+02,1.840e+02,6.475e+01,4.274e+02,0.283,0.518,0.293,0.478,0.173
187.1,1.911e+02,1.623e+02,6.198e+01,4.153e+02,0.284,0.503,0.274,0.476,0.187
188.7,1.671e+02,1.438e+02,5.885e+01,3.697e+02,0.287,0.488,0.255,0.473,0.201
190.2,1.591e+02,1.435e+02,6.022e+01,3.628e+02,0.290,0.472,0.236,0.469,0.214
191.8,1.652e+02,1.493e+02,6.085e+01,3.753e+02,0.295,0.455,0.218,0.464,0.228
193.3,1.751e+02,1.617e+02,6.108e+01,3.979e+02,0.301,0.438,0.200,0.458,0.241
194.8,1.957e+02,1.685e+02,6.495e+01,4.291e+02,0.308,0.420,0.182,0.451,0.254
196.4,2.242e+02,1.737e+02,7.793e+01,4.758e+02,0.315,0.403,0.166,0.442,0.266
197.9,2.752e+02,1.883e+02,1.027e+02,5.662e+02,0.323,0.384,0.158,0.433,0.278
199.5,3.356e+02,2.052e+02,1.313e+02,6.721e+02,0.331,0.366,0.150,0.423,0.290
