freq,psd_x,psd_y,psd_z,psd_xyz,zv(50.2),mzv(41.4),ei(54.4),2hump_ei(63.0),3hump_ei(77.6)
0.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.000,1.000,1.000,1.000,1.000
1.6,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.995,0.990,0.990,0.987,0.986
3.1,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.987,0.976,0.976,0.969,0.967
4.7,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.977,0.958,0.959,0.947,0.944
6.2,1.547e+00,1.996e+02,3.007e+00,2.041e+02,0.965,0.935,0.937,0.920,0.916
7.8,1.346e+00,2.670e+02,2.472e+00,2.709e+02,0.951,0.909,0.912,0.889,0.884
9.3,1.159e+00,3.261e+02,2.090e+00,3.293e+02,0.934,0.880,0.884,0.855,0.849
10.9,9.487e-01,3.949e+02,2.368e+00,3.982e+02,0.916,0.846,0.853,0.817,0.811
12.4,9.179e-01,4.860e+02,5.235e+00,4.921e+02,0.896,0.810,0.819,0.776,0.769
14.0,9.607e-01,5.824e+02,8.277e+00,5.916e+02,0.873,0.771,0.783,0.733,0.726
15.6,1.136e+00,6.565e+02,7.617e+00,6.653e+02,0.849,0.730,0.745,0.688,0.680
17.1,1.423e+00,6.630e+02,5.585e+00,6.700e+02,0.823,0.687,0.704,0.641,0.633
18.7,1.379e+00,7.443e+02,3.326e+00,7.490e+02,0.795,0.641,0.662,0.593,0.586
20.2,1.419e+00,9.042e+02,2.401e+00,9.080e+02,0.766,0.595,0.619,0.545,0.538
21.8,4.049e+00,1.050e+03,3.182e+00,1.058e+03,0.735,0.547,0.575,0.496,0.490
23.3,1.152e+01,1.169e+03,4.569e+00,1.185e+03,0.702,0.499,0.530,0.448,0.442
24.9,1.736e+01,1.257e+03,3.743e+00,1.278e+03,0.668,0.450,0.486,0.401,0.396
26.4,1.681e+01,1.337e+03,3.185e+00,1.357e+03,0.633,0.401,0.441,0.354,0.351
28.0,1.485e+01,1.571e+03,3.453e+00,1.590e+03,0.597,0.353,0.397,0.310,0.307
29.6,1.601e+01,1.979e+03,4.824e+00,2.000e+03,0.559,0.306,0.353,0.267,0.266
31.1,2.261e+01,2.526e+03,8.317e+00,2.557e+03,0.520,0.259,0.311,0.227,0.227
32.7,3.262e+01,2.947e+03,1.094e+01,2.991e+03,0.481,0.214,0.270,0.189,0.191
34.2,4.446e+01,3.381e+03,1.125e+01,3.436e+03,0.441,0.171,0.231,0.155,0.158
35.8,5.635e+01,3.988e+03,9.989e+00,4.055e+03,0.400,0.130,0.194,0.123,0.128
37.3,7.243e+01,4.699e+03,8.410e+00,4.780e+03,0.358,0.092,0.159,0.095,0.102
38.9,9.670e+01,5.639e+03,7.686e+00,5.744e+03,0.316,0.058,0.126,0.070,0.079
40.4,1.479e+02,7.127e+03,8.859e+00,7.284e+03,0.273,0.039,0.097,0.050,0.061
42.0,2.985e+02,9.765e+03,1.671e+01,1.008e+04,0.231,0.035,0.070,0.036,0.048
43.6,4.749e+02,1.117e+04,2.774e+01,1.168e+04,0.188,0.046,0.048,0.028,0.040
45.1,4.267e+02,9.451e+03,2.465e+01,9.903e+03,0.146,0.066,0.030,0.028,0.037
46.7,3.981e+02,6.366e+03,1.591e+01,6.780e+03,0.107,0.086,0.020,0.031,0.037
48.2,4.200e+02,3.933e+03,1.099e+01,4.364e+03,0.079,0.102,0.022,0.035,0.039
49.8,6.031e+02,2.657e+03,1.344e+01,3.274e+03,0.063,0.115,0.029,0.038,0.040
51.3,7.881e+02,1.867e+03,1.777e+01,2.673e+03,0.068,0.125,0.035,0.038,0.040
52.9,8.640e+02,1.184e+03,2.218e+01,2.070e+03,0.090,0.131,0.039,0.037,0.039
54.4,9.351e+02,7.411e+02,2.530e+01,1.702e+03,0.121,0.133,0.040,0.035,0.037
56.0,1.021e+03,5.705e+02,4.044e+01,1.632e+03,0.161,0.132,0.037,0.031,0.033
57.6,1.083e+03,5.771e+02,9.972e+01,1.760e+03,0.201,0.127,0.032,0.025,0.029
59.1,1.034e+03,5.945e+02,1.905e+02,1.819e+03,0.240,0.119,0.030,0.019,0.024
60.7,1.034e+03,5.980e+02,2.612e+02,1.893e+03,0.279,0.108,0.028,0.013,0.020
62.2,1.174e+03,6.719e+02,3.109e+02,2.156e+03,0.317,0.097,0.029,0.011,0.015
63.8,1.262e+03,8.455e+02,2.985e+02,2.406e+03,0.354,0.090,0.035,0.011,0.012
65.3,1.234e+03,1.059e+03,2.230e+02,2.516e+03,0.389,0.084,0.045,0.013,0.012
66.9,1.273e+03,1.388e+03,1.654e+02,2.826e+03,0.424,0.081,0.061,0.018,0.014
68.4,1.392e+03,1.801e+03,1.299e+02,3.323e+03,0.457,0.081,0.084,0.024,0.018
70.0,1.495e+03,2.094e+03,1.051e+02,3.694e+03,0.489,0.086,0.110,0.028,0.022
71.6,1.485e+03,2.123e+03,8.851e+01,3.696e+03,0.520,0.096,0.136,0.030,0.025
73.1,1.387e+03,2.075e+03,7.606e+01,3.537e+03,0.549,0.109,0.164,0.032,0.027
74.7,1.248e+03,1.966e+03,5.364e+01,3.268e+03,0.577,0.126,0.193,0.031,0.029
76.2,1.165e+03,1.901e+03,2.870e+01,3.094e+03,0.603,0.149,0.223,0.029,0.030
77.8,1.045e+03,1.779e+03,2.177e+01,2.846e+03,0.628,0.183,0.254,0.027,0.030
79.3,8.381e+02,1.549e+03,2.771e+01,2.414e+03,0.651,0.217,0.284,0.027,0.029
80.9,6.883e+02,1.377e+03,3.421e+01,2.099e+03,0.672,0.252,0.315,0.027,0.027
82.4,5.933e+02,1.250e+03,3.978e+01,1.883e+03,0.691,0.286,0.345,0.029,0.024
84.0,5.229e+02,1.122e+03,4.032e+01,1.685e+03,0.709,0.320,0.374,0.033,0.021
85.6,4.549e+02,9.756e+02,3.490e+01,1.465e+03,0.725,0.353,0.403,0.039,0.016
87.1,3.849e+02,8.216e+02,2.975e+01,1.236e+03,0.739,0.385,0.431,0.047,0.014
88.7,3.354e+02,7.059e+02,2.539e+01,1.067e+03,0.751,0.417,0.457,0.064,0.013
90.2,2.911e+02,5.928e+02,1.875e+01,9.027e+02,0.761,0.446,0.482,0.084,0.012
91.8,2.520e+02,5.054e+02,1.972e+01,7.771e+02,0.769,0.474,0.505,0.106,0.012
93.3,2.113e+02,4.550e+02,1.700e+01,6.833e+02,0.776,0.500,0.526,0.129,0.013
94.9,1.706e+02,4.403e+02,9.342e+00,6.202e+02,0.780,0.524,0.546,0.153,0.015
96.4,1.453e+02,4.333e+02,9.065e+00,5.876e+02,0.783,0.546,0.563,0.178,0.018
98.0,1.250e+02,3.939e+02,8.214e+00,5.272e+02,0.784,0.565,0.578,0.203,0.021
99.5,1.031e+02,4.020e+02,9.829e+00,5.149e+02,0.783,0.582,0.590,0.229,0.023
101.1,7.696e+01,4.448e+02,1.291e+01,5.346e+02,0.780,0.596,0.600,0.255,0.025
102.7,5.266e+01,4.759e+02,1.494e+01,5.435e+02,0.776,0.608,0.607,0.280,0.025
104.2,3.408e+01,5.260e+02,1.162e+01,5.717e+02,0.769,0.616,0.612,0.305,0.024
105.8,1.952e+01,5.048e+02,9.734e+00,5.341e+02,0.761,0.622,0.614,0.329,0.023
107.3,1.050e+01,4.489e+02,1.070e+01,4.701e+02,0.751,0.625,0.614,0.352,0.024
108.9,9.025e+00,5.633e+02,8.294e+00,5.807e+02,0.740,0.625,0.610,0.374,0.025
110.4,1.303e+01,6.092e+02,7.531e+00,6.298e+02,0.726,0.623,0.605,0.394,0.027
112.0,2.840e+01,5.465e+02,1.142e+01,5.863e+02,0.712,0.617,0.597,0.412,0.029
113.5,6.738e+01,5.161e+02,1.748e+01,6.010e+02,0.695,0.609,0.586,0.429,0.032
115.1,1.274e+02,7.201e+02,2.675e+01,8.742e+02,0.677,0.598,0.574,0.443,0.037
116.7,1.703e+02,8.800e+02,4.055e+01,1.091e+03,0.658,0.585,0.559,0.455,0.042
118.2,1.895e+02,8.458e+02,4.639e+01,1.082e+03,0.637,0.569,0.542,0.465,0.055
119.8,1.832e+02,6.978e+02,4.163e+01,9.227e+02,0.616,0.552,0.523,0.472,0.070
121.3,1.615e+02,5.547e+02,3.516e+01,7.514e+02,0.592,0.532,0.503,0.477,0.087
