freq,psd_x,psd_y,psd_z,psd_xyz,zv(43.6),mzv(41.4),ei(49.6),2hump_ei(61.8),3hump_ei(74.6)
117.7,1.368e+01,1.592e+02,1.826e+02,3.555e+02,0.361,0.575,0.382,0.473,0.100
119.2,1.240e+01,1.488e+02,1.661e+02,3.273e+02,0.344,0.558,0.353,0.477,0.119
120.8,1.461e+01,1.239e+02,1.398e+02,2.784e+02,0.329,0.539,0.324,0.479,0.139
122.3,1.312e+01,1.159e+02,1.319e+02,2.610e+02,0.316,0.518,0.294,0.478,0.160
123.9,1.266e+01,1.238e+02,1.338e+02,2.703e+02,0.304,0.495,0.265,0.475,0.180
125.4,1.129e+01,1.180e+02,1.302e+02,2.595e+02,0.295,0.471,0.237,0.469,0.201
127.0,7.652e+00,1.148e+02,1.254e+02,2.478e+02,0.288,0.446,0.209,0.460,0.221
128.5,6.972e+00,1.147e+02,1.193e+02,2.410e+02,0.284,0.419,0.182,0.449,0.241
130.1,8.380e+00,1.042e+02,1.083e+02,2.209e+02,0.282,0.392,0.161,0.436,0.260
131.6,8.172e+00,9.002e+01,9.056e+01,1.887e+02,0.283,0.364,0.150,0.421,0.279
133.2,6.625e+00,4.887e+01,4.397e+01,9.947e+01,0.287,0.335,0.139,0.405,0.296
134.7,6.198e+00,1.802e+01,1.085e+01,3.506e+01,0.293,0.307,0.130,0.386,0.312
136.3,8.306e+00,1.725e+01,7.145e+00,3.270e+01,0.300,0.279,0.121,0.366,0.326
137.8,1.032e+01,1.793e+01,7.394e+00,3.564e+01,0.310,0.251,0.114,0.345,0.338
139.4,1.171e+01,1.731e+01,8.367e+00,3.738e+01,0.321,0.226,0.108,0.323,0.349
140.9,1.276e+01,1.651e+01,8.184e+00,3.745e+01,0.332,0.214,0.104,0.301,0.358
142.5,1.334e+01,1.604e+01,7.658e+00,3.703e+01,0.345,0.203,0.100,0.278,0.364
144.0,1.311e+01,1.394e+01,7.270e+00,3.433e+01,0.358,0.193,0.098,0.255,0.369
145.6,1.010e+01,1.093e+01,7.542e+00,2.857e+01,0.379,0.185,0.096,0.231,0.371
147.1,1.337e+01,2.207e+01,9.530e+00,4.497e+01,0.407,0.177,0.095,0.209,0.372
148.7,2.857e+01,3.512e+01,1.038e+01,7.406e+01,0.434,0.170,0.095,0.186,0.370
150.2,1.768e+01,1.711e+01,6.105e+00,4.089e+01,0.460,0.165,0.096,0.165,0.366
151.8,9.497e+00,1.142e+01,4.609e+00,2.553e+01,0.484,0.161,0.098,0.144,0.360
153.3,1.796e+01,1.892e+01,5.067e+00,4.195e+01,0.507,0.157,0.100,0.124,0.352
154.9,1.604e+01,1.805e+01,3.959e+00,3.804e+01,0.528,0.154,0.103,0.106,0.342
156.4,1.112e+01,1.638e+01,3.386e+00,3.088e+01,0.548,0.152,0.107,0.094,0.330
158.0,1.139e+01,1.681e+01,3.402e+00,3.161e+01,0.566,0.151,0.112,0.087,0.317
159.5,9.595e+00,1.677e+01,2.889e+00,2.926e+01,0.583,0.150,0.118,0.081,0.303
161.1,7.737e+00,1.709e+01,2.615e+00,2.745e+01,0.597,0.150,0.124,0.075,0.288
162.6,6.986e+00,1.789e+01,2.645e+00,2.752e+01,0.610,0.150,0.130,0.071,0.271
164.2,6.877e+00,1.965e+01,2.855e+00,2.938e+01,0.621,0.150,0.138,0.066,0.254
165.7,6.910e+00,2.132e+01,3.087e+00,3.132e+01,0.630,0.150,0.145,0.063,0.236
167.2,7.147e+00,2.154e+01,3.264e+00,3.195e+01,0.637,0.151,0.156,0.060,0.218
168.8,7.285e+00,2.086e+01,3.498e+00,3.165e+01,0.642,0.152,0.176,0.057,0.200
170.3,7.142e+00,1.923e+01,3.532e+00,2.990e+01,0.646,0.153,0.196,0.055,0.181
171.9,7.426e+00,1.805e+01,3.559e+00,2.904e+01,0.647,0.155,0.217,0.053,0.163
173.4,7.268e+00,1.819e+01,3.445e+00,2.890e+01,0.647,0.157,0.238,0.051,0.146
175.0,7.353e+00,1.990e+01,3.044e+00,3.030e+01,0.645,0.159,0.258,0.050,0.129
176.5,7.994e+00,2.092e+01,2.673e+00,3.159e+01,0.641,0.162,0.278,0.049,0.113
178.1,7.608e+00,1.887e+01,2.513e+00,2.899e+01,0.635,0.166,0.298,0.048,0.098
179.6,6.349e+00,1.451e+01,2.521e+00,2.338e+01,0.628,0.170,0.316,0.047,0.084
181.2,5.314e+00,1.244e+01,2.603e+00,2.035e+01,0.619,0.174,0.334,0.047,0.071
182.7,5.365e+00,1.236e+01,2.945e+00,2.067e+01,0.608,0.179,0.350,0.047,0.064
184.3,6.819e+00,1.182e+01,3.225e+00,2.186e+01,0.596,0.184,0.364,0.047,0.059
185.8,8.289e+00,1.304e+01,4.431e+00,2.576e+01,0.582,0.190,0.378,0.047,0.056
187.4,7.379e+00,1.165e+01,4.995e+00,2.402e+01,0.567,0.196,0.389,0.047,0.052
188.9,7.106e+00,1.053e+01,5.780e+00,2.342e+01,0.551,0.203,0.399,0.048,0.049
190.5,6.955e+00,1.092e+01,6.780e+00,2.466e+01,0.534,0.210,0.407,0.049,0.046
192.0,7.256e+00,1.152e+01,7.842e+00,2.662e+01,0.515,0.229,0.413,0.050,0.044
193.6,8.262e+00,1.301e+01,8.938e+00,3.021e+01,0.496,0.248,0.418,0.051,0.042
195.1,9.672e+00,1.471e+01,9.727e+00,3.411e+01,0.475,0.267,0.420,0.052,0.040
196.7,1.095e+01,1.564e+01,9.923e+00,3.652e+01,0.454,0.286,0.420,0.054,0.038
198.2,1.235e+01,1.529e+01,9.959e+00,3.759e+01,0.433,0.305,0.419,0.056,0.037
199.8,1.287e+01,1.364e+01,9.719e+00,3.622e+01,0.416,0.323,0.416,0.058,0.036
