freq,psd_x,psd_y,psd_z,psd_xyz,zv(64.4),mzv(66.2),ei(79.0),2hump_ei(98.4),3hump_ei(118.4)
127.8,2.350e+02,3.852e+02,1.486e+02,7.688e+02,0.783,0.230,0.446,0.028,0.021
129.3,2.404e+02,3.369e+02,1.597e+02,7.370e+02,0.781,0.251,0.463,0.030,0.019
130.9,2.277e+02,2.738e+02,1.637e+02,6.651e+02,0.778,0.273,0.481,0.033,0.016
132.4,1.462e+02,1.616e+02,1.119e+02,4.196e+02,0.773,0.294,0.497,0.036,0.014
134.0,3.011e+01,4.077e+01,2.295e+01,9.384e+01,0.768,0.316,0.512,0.040,0.013
135.6,1.205e+01,2.008e+01,7.850e+00,3.998e+01,0.762,0.337,0.527,0.045,0.012
137.1,1.167e+01,2.021e+01,8.432e+00,4.031e+01,0.754,0.357,0.540,0.053,0.012
138.7,9.959e+00,2.235e+01,9.271e+00,4.158e+01,0.746,0.378,0.553,0.066,0.012
140.2,9.475e+00,2.671e+01,1.122e+01,4.741e+01,0.736,0.397,0.564,0.079,0.012
141.8,1.004e+01,2.798e+01,1.364e+01,5.166e+01,0.726,0.417,0.574,0.092,0.013
143.4,1.049e+01,2.894e+01,1.722e+01,5.665e+01,0.714,0.436,0.584,0.106,0.014
144.9,1.130e+01,3.032e+01,2.369e+01,6.531e+01,0.702,0.454,0.592,0.121,0.015
146.5,1.371e+01,2.885e+01,3.152e+01,7.407e+01,0.688,0.471,0.598,0.136,0.017
148.0,1.589e+01,2.876e+01,3.874e+01,8.339e+01,0.674,0.488,0.604,0.151,0.019
149.6,1.820e+01,3.114e+01,4.683e+01,9.617e+01,0.659,0.504,0.608,0.167,0.021
151.1,2.077e+01,3.355e+01,5.490e+01,1.092e+02,0.643,0.519,0.612,0.183,0.023
152.7,2.559e+01,4.237e+01,6.632e+01,1.343e+02,0.626,0.533,0.613,0.200,0.024
154.3,3.368e+01,6.081e+01,8.363e+01,1.781e+02,0.609,0.546,0.614,0.216,0.025
155.8,4.421e+01,7.800e+01,1.095e+02,2.317e+02,0.590,0.559,0.614,0.233,0.025
157.4,5.408e+01,8.880e+01,1.351e+02,2.780e+02,0.571,0.570,0.612,0.249,0.025
158.9,5.978e+01,9.554e+01,1.499e+02,3.053e+02,0.552,0.581,0.609,0.265,0.024
160.5,5.757e+01,9.799e+01,1.397e+02,2.952e+02,0.532,0.590,0.605,0.282,0.023
162.1,5.593e+01,1.028e+02,1.329e+02,2.916e+02,0.511,0.598,0.599,0.298,0.024
163.6,5.303e+01,9.610e+01,1.244e+02,2.736e+02,0.490,0.605,0.593,0.313,0.024
165.2,5.126e+01,9.140e+01,1.134e+02,2.561e+02,0.468,0.612,0.585,0.329,0.025
166.7,4.978e+01,8.844e+01,1.012e+02,2.395e+02,0.446,0.617,0.576,0.344,0.026
168.3,5.050e+01,9.076e+01,9.148e+01,2.327e+02,0.423,0.621,0.567,0.358,0.027
169.8,5.464e+01,9.320e+01,8.628e+01,2.341e+02,0.400,0.623,0.556,0.372,0.028
171.4,5.655e+01,9.622e+01,8.109e+01,2.339e+02,0.380,0.625,0.544,0.385,0.030
173.0,5.820e+01,1.000e+02,8.027e+01,2.385e+02,0.367,0.626,0.532,0.398,0.032
174.5,6.354e+01,1.057e+02,8.815e+01,2.574e+02,0.356,0.625,0.518,0.409,0.035
176.1,6.889e+01,1.164e+02,9.883e+01,2.841e+02,0.345,0.623,0.504,0.420,0.038
177.6,7.806e+01,1.401e+02,1.163e+02,3.345e+02,0.334,0.621,0.489,0.431,0.041
179.2,8.838e+01,1.602e+02,1.333e+02,3.818e+02,0.324,0.617,0.473,0.440,0.047
180.7,9.258e+01,1.759e+02,1.534e+02,4.219e+02,0.316,0.612,0.457,0.448,0.057
182.3,9.797e+01,1.946e+02,1.879e+02,4.804e+02,0.307,0.606,0.440,0.456,0.067
183.9,1.041e+02,2.185e+02,2.199e+02,5.425e+02,0.300,0.599,0.423,0.462,0.078
185.4,1.046e+02,2.390e+02,2.297e+02,5.733e+02,0.294,0.591,0.406,0.467,0.090
187.0,1.120e+02,2.362e+02,2.572e+02,6.054e+02,0.290,0.582,0.388,0.472,0.102
188.5,1.274e+02,2.311e+02,3.016e+02,6.601e+02,0.286,0.573,0.369,0.475,0.114
190.1,1.353e+02,2.253e+02,3.363e+02,6.970e+02,0.284,0.562,0.351,0.478,0.126
191.7,1.377e+02,2.196e+02,3.643e+02,7.216e+02,0.282,0.551,0.332,0.479,0.139
193.2,1.447e+02,2.157e+02,4.004e+02,7.607e+02,0.282,0.538,0.314,0.479,0.152
194.8,1.557e+02,2.140e+02,4.537e+02,8.233e+02,0.284,0.525,0.295,0.478,0.165
196.3,1.494e+02,2.046e+02,4.636e+02,8.176e+02,0.286,0.512,0.277,0.476,0.178
197.9,1.507e+02,2.099e+02,4.858e+02,8.463e+02,0.290,0.497,0.259,0.473,0.191
199.4,1.592e+02,2.183e+02,5.041e+02,8.816e+02,0.294,0.482,0.241,0.469,0.204
