freq,psd_x,psd_y,psd_z,psd_xyz,zv(64.0),mzv(43.6),ei(55.0),2hump_ei(67.8),3hump_ei(81.0)
0.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.000,1.000,1.000,1.000,1.000
1.6,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.996,0.991,0.990,0.988,0.987
3.1,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.991,0.978,0.977,0.972,0.969
4.7,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.984,0.961,0.959,0.952,0.947
6.2,3.023e+00,2.010e+02,3.737e+00,2.078e+02,0.975,0.940,0.938,0.928,0.921
7.8,2.276e+00,2.679e+02,2.977e+00,2.731e+02,0.966,0.916,0.914,0.901,0.891
9.3,1.873e+00,3.251e+02,2.502e+00,3.295e+02,0.955,0.889,0.886,0.870,0.858
10.9,1.539e+00,3.899e+02,2.099e+00,3.935e+02,0.943,0.858,0.855,0.836,0.822
12.5,1.264e+00,4.831e+02,1.867e+00,4.863e+02,0.929,0.825,0.822,0.799,0.783
14.0,1.158e+00,6.080e+02,1.803e+00,6.109e+02,0.915,0.789,0.786,0.760,0.742
15.6,1.012e+00,7.311e+02,2.466e+00,7.346e+02,0.899,0.751,0.748,0.719,0.699
17.1,9.986e-01,7.762e+02,3.074e+00,7.803e+02,0.881,0.710,0.709,0.677,0.654
18.7,1.020e+00,7.654e+02,2.908e+00,7.694e+02,0.863,0.668,0.667,0.633,0.609
20.3,1.114e+00,7.986e+02,2.664e+00,8.023e+02,0.844,0.625,0.624,0.588,0.563
21.8,1.203e+00,9.132e+02,2.655e+00,9.170e+02,0.823,0.580,0.581,0.543,0.517
23.4,1.395e+00,1.043e+03,2.219e+00,1.047e+03,0.801,0.534,0.537,0.498,0.471
24.9,2.002e+00,1.138e+03,2.079e+00,1.142e+03,0.779,0.488,0.492,0.453,0.426
26.5,3.164e+00,1.291e+03,1.998e+00,1.296e+03,0.755,0.442,0.448,0.409,0.382
28.0,5.128e+00,1.490e+03,2.110e+00,1.497e+03,0.730,0.396,0.404,0.366,0.339
29.6,6.122e+00,1.627e+03,2.777e+00,1.635e+03,0.705,0.350,0.361,0.324,0.298
31.2,5.969e+00,1.799e+03,3.688e+00,1.809e+03,0.678,0.305,0.319,0.284,0.258
32.7,1.070e+01,2.135e+03,3.952e+00,2.150e+03,0.651,0.261,0.278,0.245,0.222
34.3,2.203e+01,2.600e+03,4.129e+00,2.626e+03,0.623,0.218,0.239,0.209,0.187
35.8,4.301e+01,3.188e+03,5.096e+00,3.236e+03,0.594,0.177,0.202,0.175,0.156
37.4,7.940e+01,4.005e+03,5.257e+00,4.090e+03,0.565,0.137,0.166,0.144,0.127
38.9,1.483e+02,5.218e+03,5.241e+00,5.372e+03,0.535,0.100,0.134,0.115,0.102
40.5,3.752e+02,7.433e+03,1.014e+01,7.818e+03,0.504,0.066,0.104,0.090,0.081
42.1,1.151e+03,1.227e+04,2.613e+01,1.345e+04,0.473,0.044,0.077,0.068,0.063
43.6,2.526e+03,1.811e+04,4.388e+01,2.068e+04,0.441,0.034,0.053,0.049,0.049
45.2,2.885e+03,1.741e+04,3.754e+01,2.033e+04,0.409,0.041,0.034,0.036,0.041
46.7,3.131e+03,1.409e+04,3.479e+01,1.726e+04,0.376,0.055,0.022,0.029,0.037
48.3,3.309e+03,8.827e+03,3.319e+01,1.217e+04,0.343,0.076,0.021,0.028,0.037
49.8,3.625e+03,4.292e+03,2.338e+01,7.940e+03,0.310,0.093,0.027,0.031,0.038
51.4,4.138e+03,1.920e+03,1.619e+01,6.074e+03,0.277,0.108,0.034,0.034,0.039
53.0,4.438e+03,9.350e+02,1.371e+01,5.386e+03,0.243,0.119,0.038,0.037,0.040
54.5,4.684e+03,7.909e+02,2.574e+01,5.500e+03,0.210,0.127,0.040,0.038,0.039
56.1,4.778e+03,1.231e+03,5.523e+01,6.064e+03,0.176,0.132,0.038,0.038,0.038
57.6,5.020e+03,2.283e+03,1.023e+02,7.406e+03,0.143,0.133,0.034,0.036,0.035
59.2,5.202e+03,4.084e+03,1.801e+02,9.466e+03,0.112,0.132,0.031,0.033,0.032
60.8,5.063e+03,6.161e+03,3.109e+02,1.153e+04,0.088,0.127,0.028,0.029,0.027
62.3,4.812e+03,8.069e+03,4.855e+02,1.337e+04,0.070,0.119,0.028,0.024,0.023
