freq,psd_x,psd_y,psd_z,psd_xyz,zv(63.6),mzv(44.6),ei(54.8),2hump_ei(67.8),3hump_ei(81.2)
63.9,4.560e+03,8.595e+03,4.941e+01,1.320e+04,0.062,0.118,0.034,0.018,0.018
65.5,3.452e+03,7.255e+03,7.600e+01,1.078e+04,0.072,0.107,0.043,0.013,0.014
67.1,2.786e+03,6.438e+03,1.380e+02,9.362e+03,0.091,0.097,0.057,0.011,0.012
68.6,2.260e+03,6.000e+03,1.661e+02,8.426e+03,0.114,0.090,0.079,0.011,0.012
70.2,1.804e+03,5.295e+03,1.446e+02,7.243e+03,0.145,0.085,0.104,0.013,0.015
71.7,1.517e+03,4.547e+03,1.516e+02,6.216e+03,0.177,0.081,0.130,0.018,0.018
73.3,1.343e+03,4.054e+03,1.787e+02,5.576e+03,0.208,0.081,0.158,0.023,0.022
74.8,1.149e+03,3.475e+03,1.476e+02,4.772e+03,0.240,0.084,0.187,0.027,0.025
76.4,9.008e+02,2.689e+03,1.222e+02,3.713e+03,0.270,0.091,0.216,0.030,0.027
78.0,6.447e+02,2.015e+03,1.069e+02,2.767e+03,0.300,0.103,0.246,0.031,0.029
79.5,6.330e+02,2.257e+03,8.932e+01,2.979e+03,0.330,0.117,0.277,0.032,0.030
81.1,7.132e+02,2.297e+03,7.407e+01,3.084e+03,0.359,0.133,0.307,0.031,0.030
82.6,6.207e+02,1.657e+03,7.578e+01,2.354e+03,0.387,0.160,0.337,0.028,0.029
84.2,4.552e+02,1.203e+03,7.509e+01,1.733e+03,0.415,0.191,0.367,0.027,0.027
85.8,3.219e+02,1.016e+03,6.984e+01,1.407e+03,0.442,0.223,0.395,0.027,0.025
87.3,2.444e+02,1.056e+03,5.967e+01,1.360e+03,0.468,0.255,0.423,0.028,0.022
88.9,2.321e+02,1.197e+03,4.744e+01,1.477e+03,0.493,0.287,0.450,0.030,0.018
90.4,2.435e+02,1.174e+03,3.756e+01,1.455e+03,0.517,0.319,0.475,0.034,0.014
92.0,2.416e+02,9.887e+02,3.282e+01,1.263e+03,0.540,0.350,0.499,0.039,0.013
93.6,2.215e+02,8.200e+02,2.752e+01,1.069e+03,0.563,0.380,0.520,0.046,0.012
95.1,1.827e+02,7.621e+02,2.258e+01,9.673e+02,0.584,0.409,0.540,0.061,0.012
96.7,1.372e+02,8.827e+02,1.856e+01,1.038e+03,0.605,0.437,0.558,0.079,0.013
98.2,1.051e+02,1.054e+03,1.721e+01,1.176e+03,0.624,0.464,0.573,0.099,0.014
99.8,8.722e+01,1.177e+03,2.230e+01,1.286e+03,0.643,0.489,0.586,0.120,0.015
101.4,7.238e+01,1.264e+03,3.157e+01,1.368e+03,0.660,0.512,0.597,0.142,0.019
102.9,6.696e+01,1.430e+03,5.049e+01,1.547e+03,0.676,0.534,0.605,0.165,0.022
104.5,7.308e+01,1.575e+03,7.393e+01,1.722e+03,0.691,0.553,0.611,0.188,0.024
106.0,9.383e+01,1.624e+03,9.918e+01,1.817e+03,0.706,0.570,0.614,0.212,0.025
107.6,1.317e+02,1.564e+03,1.253e+02,1.822e+03,0.718,0.585,0.614,0.236,0.025
109.2,1.609e+02,1.543e+03,1.296e+02,1.834e+03,0.730,0.598,0.612,0.260,0.024
110.7,1.780e+02,1.527e+03,1.249e+02,1.830e+03,0.741,0.608,0.607,0.284,0.023
112.3,1.873e+02,1.390e+03,1.135e+02,1.691e+03,0.750,0.616,0.600,0.307,0.024
113.8,1.866e+02,1.283e+03,1.005e+02,1.570e+03,0.759,0.622,0.590,0.329,0.025
115.4,1.696e+02,1.274e+03,8.469e+01,1.529e+03,0.766,0.625,0.579,0.351,0.027
116.9,1.329e+02,1.316e+03,6.714e+01,1.516e+03,0.772,0.626,0.564,0.371,0.029
118.5,9.037e+01,1.347e+03,5.088e+01,1.488e+03,0.777,0.624,0.548,0.390,0.032
120.1,5.789e+01,1.346e+03,3.883e+01,1.443e+03,0.780,0.619,0.530,0.408,0.036
121.6,3.436e+01,1.335e+03,3.287e+01,1.402e+03,0.783,0.613,0.511,0.423,0.040
123.2,2.061e+01,1.275e+03,3.515e+01,1.331e+03,0.784,0.604,0.489,0.438,0.050
124.7,1.198e+01,1.205e+03,3.580e+01,1.253e+03,0.784,0.593,0.467,0.450,0.065
126.3,7.113e+00,1.138e+03,3.229e+01,1.178e+03,0.783,0.579,0.443,0.460,0.081
127.9,4.382e+00,1.114e+03,2.790e+01,1.146e+03,0.781,0.564,0.418,0.468,0.097
129.4,3.080e+00,1.082e+03,2.385e+01,1.109e+03,0.777,0.547,0.392,0.474,0.115
131.0,3.446e+00,9.738e+02,2.106e+01,9.984e+02,0.773,0.528,0.366,0.478,0.133
132.5,4.039e+00,6.491e+02,1.725e+01,6.704e+02,0.767,0.508,0.339,0.479,0.152
134.1,3.599e+00,1.369e+02,1.123e+01,1.517e+02,0.761,0.486,0.313,0.478,0.171
135.7,3.876e+00,2.968e+01,9.943e+00,4.350e+01,0.753,0.463,0.286,0.475,0.190
137.2,4.109e+00,2.884e+01,9.467e+00,4.241e+01,0.744,0.439,0.259,0.470,0.209
138.8,3.178e+00,2.469e+01,7.323e+00,3.519e+01,0.734,0.414,0.233,0.463,0.228
140.3,3.522e+00,2.345e+01,8.313e+00,3.528e+01,0.723,0.388,0.208,0.454,0.246
141.9,4.416e+00,2.574e+01,1.078e+01,4.094e+01,0.711,0.362,0.184,0.443,0.264
143.5,5.435e+00,2.845e+01,1.138e+01,4.527e+01,0.699,0.336,0.163,0.430,0.281
145.0,5.238e+00,2.562e+01,1.107e+01,4.193e+01,0.685,0.309,0.152,0.416,0.296
146.6,5.722e+00,2.185e+01,1.121e+01,3.878e+01,0.670,0.283,0.142,0.400,0.311
148.1,6.050e+00,1.915e+01,1.096e+01,3.616e+01,0.655,0.257,0.133,0.382,0.324
149.7,6.475e+00,1.652e+01,1.250e+01,3.550e+01,0.638,0.232,0.125,0.364,0.336
151.3,7.054e+00,1.449e+01,1.394e+01,3.549e+01,0.621,0.218,0.118,0.345,0.346
152.8,8.441e+00,1.572e+01,1.752e+01,4.168e+01,0.603,0.208,0.112,0.325,0.355
154.4,9.410e+00,1.530e+01,2.042e+01,4.513e+01,0.584,0.198,0.107,0.304,0.362
155.9,9.892e+00,1.397e+01,2.199e+01,4.585e+01,0.565,0.189,0.103,0.283,0.367
157.5,1.094e+01,1.281e+01,2.570e+01,4.945e+01,0.545,0.181,0.100,0.262,0.370
159.1,1.180e+01,1.181e+01,2.891e+01,5.251e+01,0.524,0.175,0.098,0.240,0.372
160.6,1.299e+01,1.233e+01,3.300e+01,5.832e+01,0.503,0.169,0.096,0.219,0.371
162.2,1.361e+01,1.365e+01,3.824e+01,6.550e+01,0.481,0.164,0.095,0.198,0.369
163.7,1.415e+01,1.695e+01,4.304e+01,7.414e+01,0.459,0.160,0.095,0.178,0.365
165.3,1.426e+01,2.351e+01,4.570e+01,8.347e+01,0.436,0.157,0.096,0.159,0.359
166.8,1.425e+01,3.196e+01,4.780e+01,9.401e+01,0.413,0.154,0.097,0.140,0.352
168.4,1.399e+01,4.058e+01,4.818e+01,1.028e+02,0.390,0.153,0.099,0.122,0.343
170.0,1.396e+01,4.640e+01,5.051e+01,1.109e+02,0.374,0.151,0.101,0.106,0.332
171.5,1.478e+01,5.286e+01,5.558e+01,1.232e+02,0.362,0.150,0.104,0.094,0.321
173.1,1.734e+01,5.890e+01,6.538e+01,1.416e+02,0.350,0.150,0.108,0.088,0.308
174.6,2.083e+01,6.127e+01,7.775e+01,1.598e+02,0.339,0.150,0.113,0.082,0.294
176.2,2.318e+01,5.635e+01,8.493e+01,1.645e+02,0.329,0.150,0.117,0.077,0.279
177.8,2.560e+01,5.308e+01,9.208e+01,1.708e+02,0.320,0.150,0.123,0.072,0.263
179.3,2.804e+01,5.279e+01,9.851e+01,1.793e+02,0.311,0.151,0.129,0.068,0.247
180.9,3.020e+01,5.385e+01,1.031e+02,1.871e+02,0.303,0.151,0.136,0.065,0.230
182.4,3.324e+01,6.302e+01,1.102e+02,2.065e+02,0.297,0.152,0.143,0.062,0.214
184.0,3.779e+01,7.601e+01,1.230e+02,2.368e+02,0.292,0.154,0.150,0.059,0.197
185.6,4.019e+01,8.132e+01,1.316e+02,2.531e+02,0.287,0.155,0.165,0.057,0.180
187.1,3.964e+01,7.790e+01,1.288e+02,2.463e+02,0.284,0.157,0.183,0.055,0.163
188.7,3.956e+01,7.347e+01,1.283e+02,2.414e+02,0.283,0.160,0.202,0.053,0.147
190.2,4.049e+01,6.969e+01,1.302e+02,2.404e+02,0.282,0.162,0.221,0.051,0.131
191.8,3.977e+01,6.340e+01,1.263e+02,2.295e+02,0.283,0.166,0.240,0.050,0.116
193.4,3.642e+01,5.467e+01,1.140e+02,2.051e+02,0.285,0.169,0.259,0.049,0.102
194.9,3.427e+01,4.889e+01,1.070e+02,1.902e+02,0.288,0.173,0.277,0.048,0.089
196.5,3.758e+01,4.773e+01,1.154e+02,2.007e+02,0.292,0.178,0.295,0.048,0.076
198.0,3.938e+01,4.288e+01,1.212e+02,2.035e+02,0.298,0.183,0.312,0.047,0.066
199.6,3.568e+01,3.907e+01,1.103e+02,1.851e+02,0.304,0.188,0.328,0.047,0.062
