freq,psd_x,psd_y,psd_z,psd_xyz,zv(65.4),mzv(41.4),ei(57.0),2hump_ei(68.8),3hump_ei(82.6)
0.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.000,1.000,1.000,1.000,1.000
1.6,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.996,0.990,0.991,0.988,0.987
3.1,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.991,0.976,0.978,0.973,0.970
4.7,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.984,0.958,0.961,0.953,0.948
6.2,1.973e+00,1.979e+02,3.090e+00,2.030e+02,0.976,0.935,0.941,0.930,0.923
7.8,1.640e+00,2.620e+02,2.554e+00,2.662e+02,0.967,0.909,0.918,0.903,0.894
9.3,1.535e+00,3.247e+02,2.307e+00,3.285e+02,0.957,0.879,0.892,0.872,0.862
10.9,1.567e+00,3.843e+02,2.178e+00,3.881e+02,0.945,0.846,0.863,0.839,0.827
12.5,1.454e+00,4.600e+02,2.108e+00,4.636e+02,0.932,0.810,0.832,0.803,0.789
14.0,1.416e+00,5.867e+02,2.122e+00,5.903e+02,0.918,0.771,0.798,0.765,0.749
15.6,1.309e+00,7.049e+02,2.310e+00,7.085e+02,0.902,0.729,0.762,0.725,0.707
17.1,1.220e+00,7.400e+02,2.738e+00,7.440e+02,0.886,0.686,0.724,0.684,0.664
18.7,1.093e+00,7.264e+02,3.296e+00,7.308e+02,0.868,0.640,0.685,0.641,0.619
20.3,9.128e-01,7.437e+02,3.863e+00,7.485e+02,0.849,0.594,0.644,0.597,0.574
21.8,8.692e-01,8.325e+02,4.358e+00,8.378e+02,0.829,0.546,0.602,0.552,0.529
23.4,1.002e+00,9.353e+02,4.812e+00,9.411e+02,0.808,0.497,0.560,0.508,0.484
24.9,1.379e+00,9.997e+02,5.413e+00,1.006e+03,0.786,0.448,0.517,0.463,0.439
26.5,1.822e+00,1.117e+03,6.072e+00,1.125e+03,0.763,0.400,0.474,0.420,0.396
28.0,2.208e+00,1.338e+03,7.319e+00,1.348e+03,0.740,0.351,0.432,0.377,0.353
29.6,3.116e+00,1.507e+03,1.066e+01,1.521e+03,0.715,0.304,0.389,0.335,0.312
31.2,3.285e+00,1.672e+03,1.436e+01,1.690e+03,0.689,0.257,0.348,0.295,0.273
32.7,5.601e+00,1.964e+03,1.595e+01,1.985e+03,0.663,0.213,0.308,0.256,0.236
34.3,1.291e+01,2.329e+03,1.673e+01,2.358e+03,0.636,0.169,0.269,0.220,0.201
35.8,3.090e+01,2.737e+03,1.646e+01,2.784e+03,0.608,0.129,0.231,0.186,0.169
37.4,6.327e+01,3.285e+03,1.450e+01,3.363e+03,0.580,0.090,0.196,0.154,0.140
39.0,1.264e+02,4.167e+03,1.333e+01,4.307e+03,0.550,0.057,0.162,0.125,0.114
