freq,psd_x,psd_y,psd_z,psd_xyz,zv(49.2),mzv(33.0),ei(42.0),2hump_ei(44.0),3hump_ei(53.4)
0.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.000,1.000,1.000,1.000,1.000
1.5,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.995,0.988,0.987,0.981,0.979
3.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.987,0.969,0.968,0.953,0.949
4.5,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.978,0.945,0.944,0.917,0.911
6.0,3.274e+01,3.474e+01,2.409e+02,3.083e+02,0.966,0.915,0.913,0.873,0.865
7.5,2.569e+01,2.536e+01,3.185e+02,3.696e+02,0.952,0.879,0.878,0.822,0.812
8.9,2.137e+01,2.062e+01,3.956e+02,4.376e+02,0.937,0.839,0.838,0.766,0.754
10.4,1.811e+01,1.835e+01,5.205e+02,5.569e+02,0.919,0.794,0.795,0.706,0.692
11.9,1.693e+01,1.748e+01,6.595e+02,6.939e+02,0.899,0.746,0.747,0.642,0.627
13.4,1.659e+01,1.705e+01,8.014e+02,8.350e+02,0.878,0.694,0.697,0.576,0.560
14.9,1.705e+01,1.674e+01,9.921e+02,1.026e+03,0.854,0.640,0.644,0.509,0.493
16.4,1.740e+01,1.464e+01,1.168e+03,1.200e+03,0.829,0.584,0.590,0.443,0.427
17.9,1.725e+01,1.534e+01,1.279e+03,1.312e+03,0.803,0.526,0.535,0.379,0.363
19.4,1.850e+01,1.639e+01,1.457e+03,1.492e+03,0.774,0.468,0.479,0.317,0.303
20.9,2.097e+01,1.498e+01,1.585e+03,1.621e+03,0.744,0.409,0.424,0.258,0.246
22.4,2.443e+01,1.314e+01,1.613e+03,1.650e+03,0.713,0.351,0.370,0.204,0.195
23.9,3.597e+01,1.320e+01,1.906e+03,1.955e+03,0.680,0.294,0.317,0.156,0.149
25.3,6.184e+01,1.283e+01,2.504e+03,2.579e+03,0.646,0.239,0.266,0.113,0.110
26.8,1.124e+02,1.219e+01,3.483e+03,3.608e+03,0.611,0.186,0.218,0.077,0.078
28.3,2.410e+02,1.255e+01,5.292e+03,5.545e+03,0.575,0.136,0.173,0.049,0.054
29.8,5.314e+02,1.120e+01,7.805e+03,8.347e+03,0.537,0.090,0.132,0.032,0.041
31.3,9.342e+02,1.081e+01,9.358e+03,1.030e+04,0.499,0.052,0.095,0.028,0.037
32.8,1.257e+03,9.950e+00,8.830e+03,1.010e+04,0.460,0.035,0.063,0.032,0.038
34.3,1.359e+03,7.602e+00,7.830e+03,9.197e+03,0.420,0.042,0.037,0.037,0.040
35.8,1.329e+03,6.090e+00,6.640e+03,7.975e+03,0.380,0.063,0.021,0.038,0.040
37.3,1.254e+03,5.603e+00,5.436e+03,6.695e+03,0.339,0.087,0.023,0.037,0.037
38.8,1.090e+03,5.947e+00,4.389e+03,5.485e+03,0.298,0.106,0.031,0.032,0.033
40.3,1.054e+03,7.944e+00,3.616e+03,4.677e+03,0.256,0.120,0.038,0.025,0.026
41.7,1.136e+03,9.841e+00,3.043e+03,4.189e+03,0.214,0.129,0.040,0.017,0.020
43.2,1.242e+03,1.220e+01,2.561e+03,3.815e+03,0.172,0.133,0.037,0.011,0.014
44.7,1.372e+03,1.494e+01,2.279e+03,3.666e+03,0.131,0.132,0.032,0.011,0.012
46.2,1.579e+03,2.693e+01,2.104e+03,3.710e+03,0.097,0.125,0.029,0.016,0.015
47.7,1.983e+03,4.925e+01,2.143e+03,4.175e+03,0.072,0.114,0.029,0.023,0.020
