freq,psd_x,psd_y,psd_z,psd_xyz,zv(51.2),mzv(51.2),ei(61.2),2hump_ei(76.4),3hump_ei(92.0)
0.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.000,1.000,1.000,1.000,1.000
1.5,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.995,0.993,0.992,0.990,0.989
3.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.988,0.983,0.981,0.977,0.975
4.5,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.979,0.971,0.967,0.962,0.958
6.0,2.431e+02,6.025e+01,5.013e+01,3.535e+02,0.968,0.956,0.950,0.943,0.938
7.5,3.129e+02,3.502e+01,3.029e+01,3.782e+02,0.955,0.938,0.931,0.922,0.915
8.9,3.453e+02,2.204e+01,2.245e+01,3.898e+02,0.941,0.919,0.909,0.898,0.889
10.4,4.071e+02,1.740e+01,1.901e+01,4.435e+02,0.924,0.897,0.885,0.871,0.861
11.9,4.939e+02,1.423e+01,1.708e+01,5.252e+02,0.906,0.873,0.859,0.843,0.831
13.4,5.804e+02,1.336e+01,1.610e+01,6.098e+02,0.885,0.847,0.831,0.812,0.799
14.9,6.313e+02,1.165e+01,1.584e+01,6.588e+02,0.864,0.820,0.801,0.780,0.766
16.4,6.456e+02,1.103e+01,1.488e+01,6.715e+02,0.840,0.790,0.769,0.746,0.730
17.9,6.943e+02,1.123e+01,1.465e+01,7.202e+02,0.815,0.759,0.736,0.711,0.694
19.4,7.901e+02,9.561e+00,1.305e+01,8.128e+02,0.789,0.727,0.701,0.675,0.656
20.9,9.171e+02,9.061e+00,1.175e+01,9.379e+02,0.761,0.693,0.665,0.638,0.618
22.4,1.056e+03,1.070e+01,1.124e+01,1.078e+03,0.731,0.658,0.629,0.600,0.579
23.9,1.212e+03,1.083e+01,1.121e+01,1.234e+03,0.701,0.623,0.591,0.562,0.541
25.4,1.373e+03,1.050e+01,1.269e+01,1.396e+03,0.669,0.586,0.553,0.523,0.502
26.8,1.559e+03,1.017e+01,1.390e+01,1.583e+03,0.636,0.549,0.515,0.485,0.463
28.3,1.753e+03,9.880e+00,1.459e+01,1.778e+03,0.602,0.512,0.477,0.447,0.425
29.8,1.930e+03,9.086e+00,1.117e+01,1.950e+03,0.567,0.474,0.439,0.409,0.388
31.3,2.230e+03,1.084e+01,8.500e+00,2.249e+03,0.530,0.436,0.401,0.372,0.351
32.8,2.591e+03,1.156e+01,9.423e+00,2.612e+03,0.494,0.398,0.364,0.337,0.316
34.3,2.987e+03,1.133e+01,1.075e+01,3.009e+03,0.456,0.361,0.328,0.302,0.282
35.8,3.492e+03,1.080e+01,1.346e+01,3.516e+03,0.418,0.324,0.292,0.268,0.250
37.3,4.130e+03,8.958e+00,1.970e+01,4.159e+03,0.379,0.288,0.258,0.236,0.219
38.8,5.000e+03,1.089e+01,3.678e+01,5.048e+03,0.339,0.252,0.225,0.206,0.190
