freq,psd_x,psd_y,psd_z,psd_xyz,zv(48.8),mzv(41.6),ei(49.4),2hump_ei(61.8),3hump_ei(74.4)
0.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.000,1.000,1.000,1.000,1.000
1.5,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.995,0.991,0.989,0.988,0.986
3.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.987,0.978,0.975,0.970,0.967
4.5,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.978,0.961,0.955,0.949,0.944
5.9,4.069e+01,5.857e+01,2.571e+02,3.563e+02,0.966,0.940,0.932,0.923,0.916
7.4,2.936e+01,4.480e+01,3.246e+02,3.988e+02,0.952,0.916,0.905,0.894,0.885
8.9,2.332e+01,3.224e+01,3.764e+02,4.320e+02,0.936,0.889,0.875,0.860,0.850
10.4,2.170e+01,2.587e+01,4.384e+02,4.859e+02,0.918,0.858,0.841,0.824,0.811
11.9,1.786e+01,1.974e+01,5.165e+02,5.541e+02,0.898,0.825,0.804,0.785,0.770
13.4,1.541e+01,1.616e+01,6.593e+02,6.909e+02,0.877,0.789,0.765,0.743,0.727
14.9,1.565e+01,1.444e+01,8.055e+02,8.356e+02,0.853,0.750,0.724,0.699,0.682
16.4,1.527e+01,1.058e+01,8.442e+02,8.701e+02,0.828,0.710,0.680,0.654,0.635
17.8,1.445e+01,9.386e+00,8.675e+02,8.913e+02,0.801,0.668,0.635,0.608,0.587
19.3,1.229e+01,8.846e+00,9.907e+02,1.012e+03,0.772,0.624,0.589,0.561,0.539
20.8,9.846e+00,9.247e+00,1.032e+03,1.051e+03,0.742,0.580,0.542,0.513,0.492
22.3,9.029e+00,1.032e+01,1.054e+03,1.073e+03,0.710,0.534,0.495,0.466,0.444
23.8,9.173e+00,1.080e+01,1.124e+03,1.144e+03,0.677,0.488,0.448,0.420,0.398
25.3,9.645e+00,1.077e+01,1.277e+03,1.298e+03,0.643,0.441,0.401,0.374,0.353
26.8,9.906e+00,1.008e+01,1.540e+03,1.560e+03,0.608,0.395,0.355,0.330,0.309
28.3,1.018e+01,9.856e+00,1.955e+03,1.975e+03,0.571,0.349,0.311,0.287,0.268
29.7,1.022e+01,1.073e+01,2.545e+03,2.565e+03,0.533,0.304,0.268,0.247,0.229
31.2,1.130e+01,1.332e+01,3.340e+03,3.365e+03,0.495,0.260,0.227,0.209,0.193
32.7,1.352e+01,1.784e+01,4.337e+03,4.368e+03,0.455,0.217,0.188,0.174,0.160
34.2,1.313e+01,2.875e+01,5.717e+03,5.759e+03,0.415,0.176,0.152,0.141,0.130
35.7,1.741e+01,4.336e+01,8.141e+03,8.202e+03,0.374,0.137,0.118,0.112,0.104
37.2,4.528e+01,9.746e+01,1.312e+04,1.326e+04,0.333,0.100,0.088,0.085,0.081
38.7,1.158e+02,1.887e+02,2.066e+04,2.096e+04,0.292,0.066,0.061,0.063,0.062
40.2,1.300e+02,2.158e+02,2.559e+04,2.594e+04,0.250,0.044,0.039,0.045,0.049
41.6,1.106e+02,2.445e+02,2.621e+04,2.656e+04,0.208,0.034,0.024,0.033,0.040
43.1,1.293e+02,2.721e+02,2.414e+04,2.455e+04,0.166,0.041,0.020,0.028,0.037
44.6,1.459e+02,2.166e+02,1.951e+04,1.988e+04,0.124,0.056,0.026,0.029,0.037
46.1,1.554e+02,2.797e+02,1.565e+04,1.608e+04,0.092,0.076,0.033,0.032,0.038
47.6,1.938e+02,3.505e+02,1.365e+04,1.420e+04,0.069,0.093,0.038,0.036,0.040
49.1,2.321e+02,3.116e+02,1.181e+04,1.235e+04,0.063,0.108,0.040,0.038,0.040
50.6,2.654e+02,3.025e+02,1.012e+04,1.069e+04,0.077,0.119,0.038,0.038,0.039
52.0,2.918e+02,3.246e+02,8.511e+03,9.127e+03,0.102,0.127,0.033,0.037,0.037
53.5,3.584e+02,3.565e+02,7.606e+03,8.321e+03,0.137,0.132,0.030,0.034,0.034
55.0,5.002e+02,3.686e+02,7.082e+03,7.950e+03,0.177,0.133,0.028,0.030,0.030
56.5,7.968e+02,4.405e+02,6.997e+03,8.234e+03,0.216,0.132,0.029,0.025,0.025
58.0,1.346e+03,7.040e+02,7.731e+03,9.781e+03,0.254,0.127,0.036,0.019,0.020
59.5,1.912e+03,9.557e+02,7.861e+03,1.073e+04,0.292,0.119,0.047,0.013,0.016
61.0,2.230e+03,1.092e+03,6.892e+03,1.021e+04,0.329,0.108,0.065,0.011,0.012
62.5,2.318e+03,1.122e+03,5.806e+03,9.246e+03,0.365,0.097,0.090,0.011,0.012
63.9,2.188e+03,1.024e+03,4.659e+03,7.871e+03,0.400,0.091,0.117,0.013,0.014
65.4,1.850e+03,8.636e+02,3.616e+03,6.330e+03,0.433,0.085,0.145,0.018,0.017
66.9,1.439e+03,7.508e+02,2.889e+03,5.079e+03,0.466,0.081,0.175,0.023,0.021
68.4,1.038e+03,6.608e+02,2.317e+03,4.016e+03,0.497,0.081,0.206,0.027,0.024
69.9,8.904e+02,5.458e+02,1.831e+03,3.267e+03,0.527,0.084,0.238,0.030,0.027
71.4,8.481e+02,4.380e+02,1.436e+03,2.722e+03,0.555,0.092,0.270,0.032,0.029
72.9,6.923e+02,3.597e+02,1.114e+03,2.166e+03,0.582,0.104,0.302,0.032,0.030
74.4,6.124e+02,3.027e+02,8.902e+02,1.805e+03,0.608,0.119,0.334,0.030,0.030
75.8,6.321e+02,2.529e+02,7.574e+02,1.642e+03,0.631,0.136,0.365,0.027,0.029
77.3,6.367e+02,2.238e+02,6.035e+02,1.464e+03,0.654,0.165,0.396,0.027,0.027
78.8,6.273e+02,2.364e+02,4.685e+02,1.332e+03,0.674,0.197,0.425,0.027,0.024
80.3,5.704e+02,2.909e+02,3.832e+02,1.245e+03,0.693,0.230,0.453,0.029,0.021
81.8,4.400e+02,4.317e+02,3.701e+02,1.242e+03,0.710,0.263,0.480,0.032,0.017
83.3,3.178e+02,5.422e+02,3.514e+02,1.211e+03,0.726,0.296,0.504,0.037,0.014
84.8,2.762e+02,5.903e+02,3.203e+02,1.187e+03,0.739,0.328,0.527,0.043,0.013
86.3,2.700e+02,6.149e+02,3.161e+02,1.201e+03,0.751,0.359,0.547,0.055,0.012
87.7,2.622e+02,3.752e+02,1.979e+02,8.353e+02,0.761,0.390,0.565,0.074,0.012
89.2,2.189e+02,3.511e+02,1.581e+02,7.280e+02,0.769,0.419,0.580,0.095,0.013
90.7,1.986e+02,5.880e+02,1.826e+02,9.692e+02,0.776,0.447,0.592,0.116,0.014
92.2,1.971e+02,7.751e+02,1.806e+02,1.153e+03,0.780,0.474,0.602,0.139,0.017
93.7,1.917e+02,8.500e+02,1.589e+02,1.201e+03,0.783,0.499,0.609,0.163,0.020
95.2,1.812e+02,8.009e+02,1.217e+02,1.104e+03,0.784,0.522,0.613,0.187,0.023
96.7,1.809e+02,6.491e+02,8.108e+01,9.111e+02,0.783,0.543,0.614,0.212,0.025
98.1,1.654e+02,5.096e+02,5.475e+01,7.298e+02,0.781,0.562,0.612,0.237,0.025
99.6,1.448e+02,4.273e+02,4.426e+01,6.164e+02,0.776,0.578,0.608,0.262,0.024
101.1,1.185e+02,3.618e+02,3.698e+01,5.173e+02,0.770,0.592,0.600,0.287,0.023
102.6,8.921e+01,3.229e+02,3.102e+01,4.431e+02,0.762,0.604,0.590,0.311,0.024
104.1,6.913e+01,3.177e+02,2.577e+01,4.126e+02,0.753,0.613,0.578,0.334,0.025
105.6,5.998e+01,3.355e+02,2.078e+01,4.162e+02,0.742,0.620,0.563,0.357,0.027
107.1,5.538e+01,3.611e+02,1.670e+01,4.331e+02,0.729,0.624,0.545,0.377,0.029
108.6,4.565e+01,4.039e+02,1.272e+01,4.623e+02,0.715,0.626,0.526,0.397,0.032
110.0,3.727e+01,4.307e+02,1.402e+01,4.820e+02,0.699,0.625,0.505,0.415,0.036
111.5,3.604e+01,4.109e+02,2.254e+01,4.695e+02,0.682,0.621,0.482,0.430,0.041
113.0,3.942e+01,3.494e+02,3.938e+01,4.282e+02,0.663,0.615,0.457,0.444,0.051
114.5,6.815e+01,2.875e+02,5.964e+01,4.153e+02,0.643,0.606,0.431,0.456,0.067
116.0,1.206e+02,2.077e+02,7.731e+01,4.056e+02,0.622,0.596,0.405,0.465,0.084
117.5,1.746e+02,1.408e+02,7.972e+01,3.952e+02,0.600,0.583,0.377,0.472,0.101
119.0,2.034e+02,1.132e+02,7.809e+01,3.947e+02,0.576,0.567,0.349,0.477,0.120
120.5,2.259e+02,1.029e+02,8.611e+01,4.149e+02,0.551,0.550,0.321,0.479,0.139
121.9,2.450e+02,9.118e+01,1.025e+02,4.387e+02,0.526,0.531,0.292,0.479,0.159
123.4,2.533e+02,8.380e+01,1.102e+02,4.474e+02,0.499,0.511,0.264,0.476,0.179
124.9,2.460e+02,7.594e+01,1.019e+02,4.239e+02,0.472,0.489,0.237,0.471,0.198
126.4,2.373e+02,7.273e+01,8.540e+01,3.955e+02,0.444,0.465,0.210,0.464,0.218
127.9,2.617e+02,7.402e+01,6.845e+01,4.041e+02,0.416,0.441,0.184,0.454,0.237
129.4,2.837e+02,7.446e+01,5.774e+01,4.159e+02,0.387,0.415,0.163,0.443,0.256
130.9,2.770e+02,6.150e+01,5.199e+01,3.905e+02,0.369,0.389,0.151,0.429,0.274
132.4,2.425e+02,4.863e+01,5.398e+01,3.451e+02,0.355,0.362,0.141,0.414,0.291
133.8,1.256e+02,3.707e+01,5.380e+01,2.165e+02,0.341,0.335,0.132,0.397,0.306
135.3,1.098e+02,4.040e+01,4.968e+01,1.998e+02,0.328,0.308,0.123,0.379,0.321
136.8,1.308e+02,3.671e+01,4.481e+01,2.123e+02,0.317,0.281,0.116,0.359,0.333
138.3,1.417e+02,3.666e+01,3.986e+01,2.182e+02,0.306,0.255,0.110,0.339,0.344
139.8,1.291e+02,4.617e+01,3.069e+01,2.060e+02,0.298,0.229,0.105,0.317,0.354
141.3,8.937e+01,5.165e+01,2.623e+01,1.673e+02,0.291,0.217,0.101,0.296,0.361
142.8,7.052e+01,4.240e+01,2.568e+01,1.386e+02,0.286,0.206,0.099,0.273,0.367
144.3,6.826e+01,3.772e+01,2.416e+01,1.301e+02,0.283,0.196,0.097,0.251,0.370
145.7,6.146e+01,3.480e+01,2.275e+01,1.190e+02,0.282,0.188,0.095,0.229,0.372
147.2,5.902e+01,3.290e+01,2.132e+01,1.132e+02,0.283,0.180,0.095,0.207,0.371
148.7,5.089e+01,3.072e+01,1.779e+01,9.940e+01,0.286,0.173,0.096,0.186,0.369
150.2,4.444e+01,2.900e+01,1.366e+01,8.710e+01,0.290,0.167,0.097,0.165,0.364
151.7,4.036e+01,2.590e+01,1.219e+01,7.844e+01,0.296,0.163,0.099,0.145,0.358
153.2,4.215e+01,2.681e+01,1.195e+01,8.091e+01,0.304,0.159,0.101,0.126,0.350
154.7,4.442e+01,2.861e+01,1.196e+01,8.498e+01,0.312,0.156,0.104,0.109,0.340
156.1,4.577e+01,2.907e+01,1.391e+01,8.875e+01,0.322,0.154,0.108,0.095,0.329
157.6,4.682e+01,2.636e+01,1.657e+01,8.975e+01,0.332,0.152,0.113,0.088,0.317
159.1,4.896e+01,2.522e+01,1.899e+01,9.316e+01,0.342,0.151,0.119,0.082,0.303
160.6,5.537e+01,2.268e+01,2.159e+01,9.965e+01,0.353,0.150,0.125,0.077,0.288
162.1,5.757e+01,1.979e+01,2.499e+01,1.024e+02,0.365,0.150,0.131,0.072,0.272
163.6,6.345e+01,1.995e+01,2.969e+01,1.131e+02,0.390,0.150,0.138,0.068,0.255
165.1,6.596e+01,2.335e+01,3.187e+01,1.212e+02,0.414,0.150,0.146,0.064,0.238
166.6,6.453e+01,3.132e+01,3.223e+01,1.281e+02,0.437,0.150,0.156,0.061,0.221
168.0,8.236e+01,3.812e+01,3.809e+01,1.586e+02,0.459,0.151,0.175,0.058,0.203
169.5,1.004e+02,3.994e+01,3.626e+01,1.766e+02,0.480,0.152,0.195,0.056,0.186
171.0,1.009e+02,3.423e+01,3.139e+01,1.665e+02,0.500,0.153,0.215,0.054,0.168
172.5,1.019e+02,3.775e+01,3.102e+01,1.707e+02,0.518,0.155,0.235,0.052,0.151
174.0,1.089e+02,4.444e+01,3.155e+01,1.849e+02,0.536,0.157,0.255,0.051,0.135
175.5,1.124e+02,5.654e+01,3.105e+01,2.000e+02,0.553,0.159,0.274,0.050,0.119
177.0,1.053e+02,6.259e+01,2.904e+01,1.969e+02,0.568,0.161,0.293,0.049,0.104
178.5,1.004e+02,6.064e+01,2.875e+01,1.898e+02,0.582,0.165,0.311,0.048,0.090
179.9,8.923e+01,5.675e+01,2.386e+01,1.698e+02,0.595,0.168,0.328,0.047,0.077
181.4,9.089e+01,5.203e+01,3.253e+01,1.754e+02,0.606,0.172,0.344,0.047,0.066
182.9,9.133e+01,4.397e+01,4.739e+01,1.827e+02,0.616,0.177,0.359,0.047,0.062
184.4,8.795e+01,4.102e+01,5.478e+01,1.838e+02,0.625,0.182,0.372,0.047,0.058
185.9,8.725e+01,4.282e+01,5.789e+01,1.879e+02,0.632,0.187,0.384,0.047,0.054
187.4,8.915e+01,4.282e+01,6.149e+01,1.935e+02,0.638,0.193,0.394,0.047,0.051
188.9,9.012e+01,3.904e+01,6.194e+01,1.911e+02,0.642,0.199,0.403,0.048,0.048
190.4,9.086e+01,3.641e+01,6.378e+01,1.910e+02,0.645,0.205,0.410,0.049,0.046
191.8,8.910e+01,3.565e+01,6.422e+01,1.890e+02,0.647,0.215,0.415,0.050,0.044
193.3,8.338e+01,3.889e+01,5.723e+01,1.795e+02,0.647,0.233,0.419,0.051,0.042
194.8,7.664e+01,4.172e+01,4.897e+01,1.673e+02,0.646,0.252,0.420,0.052,0.040
196.3,7.406e+01,4.128e+01,4.232e+01,1.577e+02,0.644,0.270,0.420,0.053,0.038
197.8,6.708e+01,3.862e+01,3.659e+01,1.423e+02,0.640,0.288,0.418,0.055,0.037
199.3,6.231e+01,3.378e+01,3.473e+01,1.308e+02,0.636,0.306,0.415,0.057,0.036
