freq,psd_x,psd_y,psd_z,psd_xyz,zv(60.6),mzv(61.6),ei(73.6),2hump_ei(91.6),3hump_ei(110.0)
0.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.000,1.000,1.000,1.000,1.000
1.5,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.996,0.994,0.993,0.992,0.991
3.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.990,0.987,0.985,0.982,0.980
4.5,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.984,0.977,0.974,0.970,0.967
5.9,2.309e+02,5.674e+01,5.893e+01,3.466e+02,0.975,0.966,0.962,0.956,0.951
7.4,2.867e+02,4.186e+01,4.372e+01,3.723e+02,0.966,0.953,0.948,0.940,0.934
8.9,3.333e+02,3.025e+01,3.435e+01,3.979e+02,0.954,0.939,0.932,0.922,0.915
10.4,3.897e+02,2.179e+01,2.698e+01,4.384e+02,0.942,0.923,0.914,0.902,0.894
11.9,4.396e+02,1.589e+01,2.056e+01,4.761e+02,0.928,0.905,0.894,0.881,0.871
13.4,5.003e+02,1.489e+01,1.834e+01,5.335e+02,0.913,0.886,0.874,0.858,0.846
14.9,5.891e+02,1.266e+01,1.606e+01,6.178e+02,0.897,0.866,0.851,0.833,0.821
16.4,6.850e+02,1.133e+01,1.429e+01,7.107e+02,0.880,0.844,0.827,0.808,0.794
17.8,7.461e+02,1.005e+01,1.208e+01,7.682e+02,0.861,0.821,0.802,0.781,0.765
19.3,7.615e+02,8.794e+00,1.136e+01,7.817e+02,0.841,0.797,0.776,0.753,0.736
20.8,7.888e+02,8.364e+00,1.020e+01,8.074e+02,0.821,0.772,0.749,0.724,0.706
22.3,8.643e+02,8.363e+00,9.826e+00,8.824e+02,0.799,0.745,0.721,0.694,0.675
23.8,9.592e+02,9.124e+00,1.010e+01,9.784e+02,0.776,0.718,0.692,0.663,0.643
25.3,1.075e+03,8.619e+00,9.416e+00,1.093e+03,0.751,0.690,0.662,0.632,0.611
26.8,1.204e+03,8.105e+00,9.230e+00,1.221e+03,0.726,0.661,0.631,0.601,0.579
28.3,1.319e+03,9.363e+00,8.585e+00,1.337e+03,0.701,0.632,0.600,0.569,0.547
29.7,1.423e+03,9.687e+00,9.031e+00,1.442e+03,0.674,0.602,0.569,0.537,0.514
31.2,1.572e+03,1.052e+01,9.590e+00,1.592e+03,0.646,0.571,0.538,0.505,0.482
32.7,1.746e+03,1.235e+01,1.105e+01,1.769e+03,0.618,0.540,0.506,0.474,0.450
34.2,1.936e+03,1.415e+01,1.302e+01,1.964e+03,0.589,0.509,0.474,0.442,0.418
35.7,2.179e+03,1.670e+01,1.451e+01,2.211e+03,0.559,0.478,0.443,0.411,0.387
37.2,2.455e+03,2.017e+01,1.376e+01,2.489e+03,0.528,0.447,0.411,0.380,0.357
38.7,2.731e+03,2.326e+01,1.383e+01,2.768e+03,0.497,0.415,0.380,0.350,0.327
40.2,3.109e+03,2.355e+01,1.563e+01,3.148e+03,0.465,0.384,0.350,0.321,0.298
41.6,3.600e+03,2.933e+01,2.113e+01,3.651e+03,0.433,0.353,0.320,0.292,0.271
43.1,4.240e+03,4.290e+01,3.019e+01,4.313e+03,0.401,0.323,0.291,0.264,0.244
44.6,4.978e+03,3.734e+01,2.177e+01,5.037e+03,0.368,0.293,0.262,0.238,0.218
46.1,5.931e+03,3.593e+01,2.053e+01,5.988e+03,0.335,0.263,0.234,0.212,0.194
47.6,7.138e+03,3.656e+01,1.809e+01,7.192e+03,0.301,0.234,0.208,0.188,0.171
49.1,8.803e+03,3.837e+01,1.822e+01,8.859e+03,0.267,0.205,0.182,0.165,0.150
50.6,1.122e+04,5.290e+01,2.148e+01,1.130e+04,0.234,0.178,0.158,0.143,0.130
52.1,1.471e+04,8.022e+01,3.318e+01,1.482e+04,0.200,0.151,0.135,0.122,0.112
53.5,2.081e+04,1.397e+02,5.701e+01,2.100e+04,0.166,0.125,0.113,0.104,0.095
55.0,3.221e+04,2.816e+02,9.941e+01,3.259e+04,0.133,0.100,0.093,0.086,0.080
56.5,5.735e+04,7.963e+02,1.511e+02,5.829e+04,0.104,0.077,0.074,0.071,0.067
58.0,9.293e+04,1.860e+03,1.361e+02,9.492e+04,0.081,0.057,0.057,0.057,0.057
59.5,1.064e+05,2.154e+03,7.507e+01,1.086e+05,0.066,0.043,0.042,0.045,0.048
61.0,9.721e+04,1.848e+03,5.651e+01,9.911e+04,0.063,0.036,0.030,0.036,0.042
62.5,7.888e+04,1.463e+03,4.114e+01,8.038e+04,0.073,0.035,0.022,0.030,0.038
64.0,5.967e+04,1.076e+03,2.374e+01,6.077e+04,0.092,0.041,0.020,0.028,0.037
65.4,4.401e+04,8.023e+02,3.028e+01,4.484e+04,0.115,0.050,0.023,0.028,0.037
66.9,3.352e+04,6.442e+02,2.648e+01,3.419e+04,0.147,0.064,0.028,0.030,0.038
68.4,2.713e+04,4.992e+02,2.003e+01,2.765e+04,0.178,0.077,0.033,0.032,0.039
69.9,2.165e+04,3.649e+02,1.627e+01,2.204e+04,0.210,0.089,0.036,0.035,0.039
71.4,1.768e+04,3.289e+02,1.411e+01,1.803e+04,0.241,0.100,0.039,0.037,0.040
72.9,1.500e+04,3.594e+02,1.224e+01,1.537e+04,0.272,0.109,0.040,0.038,0.040
74.4,1.208e+04,3.323e+02,1.686e+01,1.243e+04,0.302,0.117,0.039,0.038,0.039
75.8,9.413e+03,2.835e+02,4.563e+01,9.742e+03,0.331,0.123,0.037,0.038,0.038
77.3,7.327e+03,3.083e+02,6.514e+01,7.700e+03,0.360,0.128,0.034,0.037,0.036
78.8,5.613e+03,3.388e+02,6.019e+01,6.012e+03,0.389,0.131,0.031,0.035,0.034
80.3,4.598e+03,3.831e+02,4.274e+01,5.024e+03,0.416,0.133,0.029,0.033,0.032
81.8,3.765e+03,4.081e+02,2.525e+01,4.199e+03,0.443,0.133,0.028,0.030,0.029
83.3,2.771e+03,3.048e+02,1.161e+01,3.087e+03,0.469,0.132,0.028,0.026,0.026
84.8,2.010e+03,2.370e+02,1.107e+01,2.258e+03,0.494,0.130,0.031,0.023,0.022
86.3,1.539e+03,2.863e+02,1.466e+01,1.840e+03,0.518,0.126,0.035,0.019,0.019
87.7,1.184e+03,4.911e+02,2.610e+01,1.701e+03,0.542,0.120,0.042,0.014,0.016
89.2,9.685e+02,6.460e+02,5.629e+01,1.671e+03,0.564,0.113,0.050,0.012,0.013
90.7,9.046e+02,5.064e+02,7.433e+01,1.485e+03,0.585,0.105,0.064,0.011,0.012
92.2,8.885e+02,3.817e+02,8.748e+01,1.358e+03,0.606,0.098,0.080,0.011,0.012
93.7,9.388e+02,3.845e+02,1.110e+02,1.434e+03,0.625,0.093,0.097,0.012,0.013
